node_number	id	paper_section	derivation_rank	derivation_order	section	branch	label	status	publication	definition	basis_state	basis_source_file_ids	basis_source_paths	basis_node_refs	evidence_state	evidence_refs	legacy_basis_raw	obligation_class	node_role	proof_owner	proof_granularity	documentation_tier	documentation_tier_rule	main_paper_depth	supplement_depth	required_documentation_sections	python_anchor_status	lean_anchor_status	countercheck_requirement	countercheck_status	documentation_v2_state	open_provenance_role	open_provenance_status	specialization_path	section_path	section_root_title	section_group_title	introduction_reason	canonical_node_label	stable_node_directory_name	main_section_directory	supplement_section_directory	main_section_artifact	supplement_section_artifact	main_documentation_state	supplement_documentation_state
011	C013	1.2.4	7	11	SEC-01	bootstrap	First non-root provenance birth v₁	IMPLEMENTED_VERIFIED	MAIN_FULL	Exceptional first non-root birth: v1 has address (0), root parent, and symmetric directed conductances (1,1); L=0 admits no such birth.	CURRENT_IMPLEMENTATION			A001;C004A;N001	CURRENT_VERIFIED_EVIDENCE			NONE	CONSTRUCTION		LOCAL_LEMMAS_INTERNAL	D1	STRUCTURAL_CONSTRUCTION_ROLE	STRUCTURAL_EXPLANATION	DETAILED_CONSTRUCTION_DOSSIER	position_in_derivation|mathematical_contract|introduction_reason|explicit_construction|invariants|canonicity_or_uniqueness|boundary_cases|python_lean_cross_layer|countercheck|result|downstream_handoff|code_anchors	RESOLVED	RESOLVED	INVARIANT_EDGE_CASE_AND_CROSS_LAYER_CHECK	PASS	COMPLETE_V2				1.2.4	Primitive provenance and response-coupled growth	Bootstrap of the first provenance relation	Introduced after A001, C004A, N001; registered hard handoff(s): supplies_information_free_bootstrap_token, supplies_first_provenance_slot, sets_first_relation_conductance.	011 · C013	011_C013__first_non_root_provenance_birth_v	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/011_C013__first_non_root_provenance_birth_v	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/011_C013__first_non_root_provenance_birth_v	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/011_C013__first_non_root_provenance_birth_v/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/011_C013__first_non_root_provenance_birth_v/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
012	T001	1.2.5	8	12	SEC-01	bootstrap	Seed-neutrality theorem for first birth	IMPLEMENTED_VERIFIED	MAIN_THEOREM	For any admissible genesis seeds η,η′, the C013 first weighted provenance state is identical and retains the unit conductance pair (1,1).	CURRENT_IMPLEMENTATION			C013	CURRENT_VERIFIED_EVIDENCE			NONE	PROOF		ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	RESOLVED	RESOLVED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	PASS	COMPLETE_V2				1.2.5	Primitive provenance and response-coupled growth	Bootstrap of the first provenance relation	Introduced after C013; registered hard handoff(s): requires_seed_neutrality.	012 · T001	012_T001__seed_neutrality_theorem_for_first_birth	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/012_T001__seed_neutrality_theorem_for_first_birth	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/012_T001__seed_neutrality_theorem_for_first_birth	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/012_T001__seed_neutrality_theorem_for_first_birth/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/012_T001__seed_neutrality_theorem_for_first_birth/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
013	M005	1.2.6	8	13	SEC-01	bootstrap	Conductance-unit normalization independence	IMPLEMENTED_VERIFIED	MAIN_THEOREM	N001's fixed Cstar=1 is the canonical representative of a positive rational unit-equivalence class; every common positive rational rescaling preserves normalized response, so the conductance unit is not a third model input.	CURRENT_IMPLEMENTATION			N001	CURRENT_VERIFIED_EVIDENCE			NONE	PROOF		ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	RESOLVED	RESOLVED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	PASS	COMPLETE_V2				1.2.6	Primitive provenance and response-coupled growth	Bootstrap of the first provenance relation	Introduced after N001; registered hard handoff(s): requires_unit_independence.	013 · M005	013_M005__conductance_unit_normalization_independence	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/013_M005__conductance_unit_normalization_independence	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/013_M005__conductance_unit_normalization_independence	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/013_M005__conductance_unit_normalization_independence/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/013_M005__conductance_unit_normalization_independence/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
014	C014	1.2.7	9	14	SEC-01	bootstrap	Bootstrap state X₁={r,v₁; C(r,v₁)=1}	IMPLEMENTED_VERIFIED	MAIN_FULL	X1 is the final exceptional initialization state: root (), first newborn (0,), both directed orientations of their relation, and unit conductances (1,1).	CURRENT_IMPLEMENTATION			C013;M005;T001	CURRENT_VERIFIED_EVIDENCE			NONE	CONSTRUCTION		LOCAL_LEMMAS_INTERNAL	D1	STRUCTURAL_CONSTRUCTION_ROLE	STRUCTURAL_EXPLANATION	DETAILED_CONSTRUCTION_DOSSIER	position_in_derivation|mathematical_contract|introduction_reason|explicit_construction|invariants|canonicity_or_uniqueness|boundary_cases|python_lean_cross_layer|countercheck|result|downstream_handoff|code_anchors	RESOLVED	RESOLVED	INVARIANT_EDGE_CASE_AND_CROSS_LAYER_CHECK	PASS	COMPLETE_V2				1.2.7	Primitive provenance and response-coupled growth	Bootstrap of the first provenance relation	Introduced after C013, T001, M005; registered hard handoff(s): produces_bootstrap_state, certifies_seed_neutrality, certifies_no_third_input.	014 · C014	014_C014__bootstrap_state_x_r_v_c_r_v_1	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/014_C014__bootstrap_state_x_r_v_c_r_v_1	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/014_C014__bootstrap_state_x_r_v_c_r_v_1	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/014_C014__bootstrap_state_x_r_v_c_r_v_1/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/02_bootstrap_of_the_first_provenance_relation/014_C014__bootstrap_state_x_r_v_c_r_v_1/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
015	C005	1.3.1	10	15	SEC-01	growth	Response-capable state schema Xₙ (n≥1)	IMPLEMENTED_VERIFIED	MAIN_FULL	X_n, n>=1, is a finite current weighted provenance state whose born non-root vertices are the initial C018 schedule prefix and whose positive directed conductances are supported on the born carrier with a bidirectional provenance-parent backbone.	CURRENT_IMPLEMENTATION			C014	CURRENT_VERIFIED_EVIDENCE			NONE	CONSTRUCTION		LOCAL_LEMMAS_INTERNAL	D1	STRUCTURAL_CONSTRUCTION_ROLE	STRUCTURAL_EXPLANATION	DETAILED_CONSTRUCTION_DOSSIER	position_in_derivation|mathematical_contract|introduction_reason|explicit_construction|invariants|canonicity_or_uniqueness|boundary_cases|python_lean_cross_layer|countercheck|result|downstream_handoff|code_anchors	RESOLVED	RESOLVED	INVARIANT_EDGE_CASE_AND_CROSS_LAYER_CHECK	PASS	COMPLETE_V2	Provenance-complete event state	CURRENT_FINITE_SPECIALIZATION	GENERALIZED_OPEN_PROVENANCE_SYSTEMS -> CNNA_FINITE	1.3.1	Primitive provenance and response-coupled growth	Canonical cut, complement elimination and birth steering	Introduced after C014; registered hard handoff(s): provides_recurrent_base_case.	015 · C005	015_C005__response_capable_state_schema_x_n_1	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/015_C005__response_capable_state_schema_x_n_1	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/015_C005__response_capable_state_schema_x_n_1	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/015_C005__response_capable_state_schema_x_n_1/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/015_C005__response_capable_state_schema_x_n_1/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
016	C004	1.3.2	11	16	SEC-01	provenance	Next open provenance slot sₙ₊₁ (n≥1)	IMPLEMENTED_VERIFIED	MAIN_FULL	For an unsaturated recurrent C005 state X_n, n>=1, C004 identifies the unique least admissible open provenance slot under the fixed C018 order; equivalently it is the zero-based C018 schedule successor at index n. Saturation has no successor.	CURRENT_IMPLEMENTATION			C005;C018	CURRENT_VERIFIED_EVIDENCE			NONE	CONSTRUCTION		LOCAL_LEMMAS_INTERNAL	D1	STRUCTURAL_CONSTRUCTION_ROLE	STRUCTURAL_EXPLANATION	DETAILED_CONSTRUCTION_DOSSIER	position_in_derivation|mathematical_contract|introduction_reason|explicit_construction|invariants|canonicity_or_uniqueness|boundary_cases|python_lean_cross_layer|countercheck|result|downstream_handoff|code_anchors	RESOLVED	RESOLVED	INVARIANT_EDGE_CASE_AND_CROSS_LAYER_CHECK	PASS	COMPLETE_V2	Provenance-complete event state	CURRENT_FINITE_SPECIALIZATION	GENERALIZED_OPEN_PROVENANCE_SYSTEMS -> CNNA_FINITE	1.3.2	Primitive provenance and response-coupled growth	Canonical cut, complement elimination and birth steering	Introduced after C005, C018; registered hard handoff(s): exposes_next_open_slot, orders_next_open_slot.	016 · C004	016_C004__next_open_provenance_slot_s_n_1	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/016_C004__next_open_provenance_slot_s_n_1	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/016_C004__next_open_provenance_slot_s_n_1	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/016_C004__next_open_provenance_slot_s_n_1/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/016_C004__next_open_provenance_slot_s_n_1/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
017	C006	1.3.3	11	17	SEC-01	primitive_response	Birth-local Schur/DtN primitive	IMPLEMENTED_VERIFIED	MAIN_FULL	For explicitly supplied nonempty ordered boundary/interior blocks, C006 defines the exact partial Schur/DtN operator in a self-contained positive-denominator fraction-value algebra: the interior solve is the internal value equation K_II X = K_IB and the response is K_BB - K_BI X, with raw encodings identified by cross multiplication.	CURRENT_IMPLEMENTATION				CURRENT_VERIFIED_EVIDENCE			NONE	CONSTRUCTION		LOCAL_LEMMAS_INTERNAL	D1	STRUCTURAL_CONSTRUCTION_ROLE	STRUCTURAL_EXPLANATION	DETAILED_CONSTRUCTION_DOSSIER	position_in_derivation|mathematical_contract|introduction_reason|explicit_construction|invariants|canonicity_or_uniqueness|boundary_cases|python_lean_cross_layer|countercheck|result|downstream_handoff|code_anchors	RESOLVED	RESOLVED	INVARIANT_EDGE_CASE_AND_CROSS_LAYER_CHECK	PASS	COMPLETE_V2	Effective complement elimination	NODEWISE_CURRENT_OR_PLANNED	GENERALIZED_OPEN_PROVENANCE_SYSTEMS -> CNNA_FINITE	1.3.3	Primitive provenance and response-coupled growth	Canonical cut, complement elimination and birth steering	Generic Schur/DtN operator introduced at its first use in section 1.3.3.	017 · C006	017_C006__birth_local_schur_dtn_primitive	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/017_C006__birth_local_schur_dtn_primitive	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/017_C006__birth_local_schur_dtn_primitive	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/017_C006__birth_local_schur_dtn_primitive/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/017_C006__birth_local_schur_dtn_primitive/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
018	M001	1.3.4	12	18	SEC-01	primitive_response	Canonical birth-local measurement cut Cₙ(sₙ₊₁)	IMPLEMENTED_VERIFIED	MAIN_FULL	For recurrent C005 state X_n and its C004 successor slot s_{n+1}=(p,rho,c), M001 defines the unique ordered birth-local cut of the already-born carrier. The boundary is exactly the C005 carrier subsequence consisting of the root-to-parent provenance prefix chain of p together with already-born same-parent siblings of ranks < rho; the interior is the complementary carrier subsequence. The unborn child c is in neither block.	CURRENT_IMPLEMENTATION			C004;C005;P003	CURRENT_VERIFIED_EVIDENCE			NONE	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	RESOLVED	RESOLVED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	PASS	COMPLETE_V2	Cut-relative complement	NODEWISE_CURRENT_OR_PLANNED	GENERALIZED_OPEN_PROVENANCE_SYSTEMS -> CNNA_FINITE	1.3.4	Primitive provenance and response-coupled growth	Canonical cut, complement elimination and birth steering	Introduced after C005, C004; registered hard handoff(s): supplies_existing_network_to_birth_cut, localizes_cut_by_provenance_slot.	018 · M001	018_M001__canonical_birth_local_measurement_cut_c_s	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/018_M001__canonical_birth_local_measurement_cut_c_s	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/018_M001__canonical_birth_local_measurement_cut_c_s	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/018_M001__canonical_birth_local_measurement_cut_c_s/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/018_M001__canonical_birth_local_measurement_cut_c_s/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
019	P003	1.3.4.1	12	19	SEC-01	primitive_response	Birth-cut canonicity and partition well-formedness	IMPLEMENTED_VERIFIED_INTERNAL_OWNER_THEOREMS	MAIN_FULL	Prove that the M001 boundary/interior lists are born-only, disjoint, exhaustive, order-preserving, exclude the unborn child, and are uniquely determined by the frozen provenance selector.	CURRENT_IMPLEMENTATION_INTERNAL_OWNER_THEOREMS			C004;C005;C018	CURRENT_VERIFIED_EVIDENCE			NONE	PROOF	M001	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	RESOLVED_SUPPORTING_EVIDENCE	RESOLVED_SUPPORTING_EVIDENCE	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	PASS	COMPLETE_V2				1.3.4.1	Primitive provenance and response-coupled growth	Canonical cut, complement elimination and birth steering	Introduced after C004, C005, and C018; registered hard handoffs supply the birth-cut canonicity proof.	019 · P003	019_P003__birth_cut_canonicity_and_partition_well_formedness	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/018_M001__canonical_birth_local_measurement_cut_c_s/019_P003__birth_cut_canonicity_and_partition_well_formedness	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/018_M001__canonical_birth_local_measurement_cut_c_s/019_P003__birth_cut_canonicity_and_partition_well_formedness	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/018_M001__canonical_birth_local_measurement_cut_c_s/019_P003__birth_cut_canonicity_and_partition_well_formedness/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/018_M001__canonical_birth_local_measurement_cut_c_s/019_P003__birth_cut_canonicity_and_partition_well_formedness/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
020	M002	1.3.5	13	20	SEC-01	primitive_response	Birth-cut interior-domain theorem	IMPLEMENTED_VERIFIED	MAIN_THEOREM	For the canonical M001 cut of recurrent state X_n and next slot s_{n+1}, M002 fixes the exact C006 domain: supplied blocks have the M001 boundary/interior dimensions and their encoded interior system has a unique solve under the C006 fraction-value equation. M001 alone does not determine numerical entries, so no stronger nonempty-interior invertibility claim is made before C007.	CURRENT_IMPLEMENTATION			M001	CURRENT_VERIFIED_EVIDENCE			NONE	PROOF		ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	RESOLVED	RESOLVED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	PASS	COMPLETE_V2				1.3.5	Primitive provenance and response-coupled growth	Canonical cut, complement elimination and birth steering	Introduced after M001; registered hard handoff(s): requires_birth_cut_domain.	020 · M002	020_M002__birth_cut_interior_domain_theorem	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/020_M002__birth_cut_interior_domain_theorem	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/020_M002__birth_cut_interior_domain_theorem	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/020_M002__birth_cut_interior_domain_theorem/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/020_M002__birth_cut_interior_domain_theorem/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
021	C007	1.3.6	14	21	SEC-01	primitive_response	Inter-birth directed response Rₙ(sₙ₊₁)	IMPLEMENTED_VERIFIED	MAIN_FULL	For a recurrent C005 state X_n and its unique C004 next slot s_{n+1}, C007 orders the complete born carrier by the canonical M001 boundary followed by interior, realizes every stored directed conductance as the fixed source/out-degree matrix K[u,u]=sum_v c(u,v), K[u,v]=-c(u,v), and on the exact M002 domain defines R_n(s_{n+1}) as the unique C006 Schur/DtN response.	CURRENT_IMPLEMENTATION			C005;C006;M001;M002	CURRENT_VERIFIED_EVIDENCE			NONE	CONSTRUCTION		LOCAL_LEMMAS_INTERNAL	D1	STRUCTURAL_CONSTRUCTION_ROLE	STRUCTURAL_EXPLANATION	DETAILED_CONSTRUCTION_DOSSIER	position_in_derivation|mathematical_contract|introduction_reason|explicit_construction|invariants|canonicity_or_uniqueness|boundary_cases|python_lean_cross_layer|countercheck|result|downstream_handoff|code_anchors	RESOLVED	RESOLVED	INVARIANT_EDGE_CASE_AND_CROSS_LAYER_CHECK	PASS	COMPLETE_V2	Effective complement elimination	NODEWISE_CURRENT_OR_PLANNED	GENERALIZED_OPEN_PROVENANCE_SYSTEMS -> CNNA_FINITE	1.3.6	Primitive provenance and response-coupled growth	Canonical cut, complement elimination and birth steering	Introduced after C006, M001, M002, C005; registered hard handoff(s): computes_interbirth_response, supplies_birth_cut, certifies_response_domain, response_of_existing_network.	021 · C007	021_C007__inter_birth_directed_response_r_s	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/021_C007__inter_birth_directed_response_r_s	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/021_C007__inter_birth_directed_response_r_s	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/021_C007__inter_birth_directed_response_r_s/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/021_C007__inter_birth_directed_response_r_s/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
022	O001	1.3.7	14	22	SEC-01	obstruction	IST response-independent directed-bias obstruction	IMPLEMENTED_VERIFIED_OBSTRUCTION	MAIN_BOUNDARY	The bound legacy growth path contains executable response-independent mechanism classes: rank, forward, backward, node-load scalar, nonlinear mode, fixed backreaction scale, additive baseline, and geometric attenuation. O001 defines a falsifiable admission gate: M004 dependencies are admitted exactly when all eight presence flags are false, preserving only state, slot, response, and response-derived steering.	CURRENT_IMPLEMENTATION				CURRENT_VERIFIED_EVIDENCE			NONE	PROOF		ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	RESOLVED	RESOLVED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	PASS	COMPLETE_V2				1.3.7	Primitive provenance and response-coupled growth	Canonical cut, complement elimination and birth steering	Legacy-bias obstruction introduced at the affected birth-law gate.	022 · O001	022_O001__ist_response_independent_directed_bias_obstruction	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/022_O001__ist_response_independent_directed_bias_obstruction	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/022_O001__ist_response_independent_directed_bias_obstruction	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/022_O001__ist_response_independent_directed_bias_obstruction/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/022_O001__ist_response_independent_directed_bias_obstruction/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
023	C015	1.3.8	14	23	SEC-01	active_rule	Active linear steering mode φ(x)=x	IMPLEMENTED_VERIFIED	MAIN_FULL	C015 fixes the active-path identity convention phi(x)=x. It formalizes no mode family or selector; no slope, coefficient, coercion, normalization, clipping, logarithm, saturation, or sign change is admitted.	CURRENT_IMPLEMENTATION				CURRENT_VERIFIED_EVIDENCE			NONE	CONSTRUCTION		LOCAL_LEMMAS_INTERNAL	D0	EXPLICIT_ATOMIC_OR_DEFINITIONAL_OVERRIDE	COMPACT_DEFINITION	TRACEABLE_DEFINITION	position_in_derivation|definition_or_statement|introduction_reason|construction_or_encoding|boundary_case_or_countercheck|result|downstream_handoff|code_anchors	RESOLVED	RESOLVED	ONE_DEFINITIONAL_BOUNDARY_OR_TYPE_REJECTION	PASS	COMPLETE_V2				1.3.8	Primitive provenance and response-coupled growth	Canonical cut, complement elimination and birth steering	Identity steering convention introduced after response construction in section 1.3.8.	023 · C015	023_C015__active_linear_steering_mode_x_x	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/023_C015__active_linear_steering_mode_x_x	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/023_C015__active_linear_steering_mode_x_x	derivation/paper/main/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/023_C015__active_linear_steering_mode_x_x/SECTION.tex	derivation/supplement/sections/01_primitive_provenance_and_response_coupled_growth/03_canonical_cut_complement_elimination_and_birth_steering/023_C015__active_linear_steering_mode_x_x/DOCUMENTATION.md	DOCUMENTED	DOCUMENTED
