ID	Object	Phase	Documented	Source objects	Definitions	Proof target	Proof sketch	Verification / audit	Next documentation action	Significance tier	Documentation depth requirement	Lifecycle note	Change version	Change timestamp	Change class	Change note
DBR14	Static documentation explanations and module-change appendix policy	20.14	yes	DBR6 context documentation generator; DBR12 section-pagebreak layout; DBR13 phase-status release policy; user clarification about module-manifest confusion and section/table explanations.	A documentation generator policy in which static section prose explains what data is shown, where it comes from and why it is displayed; only table rows remain dynamic. The old implementation module manifest is renamed and moved to a technical appendix for actual module/API changes only.	Show that full and context documentation now explain major sections without creating a second phase table or duplicating release logic.	Patch full generator section text, context generator section descriptions/order, and module-manifest static paragraph. Move the module-change manifest after phase table and scratchpad in the full document. Keep all table contents generated from YAML/exports. Validate with table generation and representative PDF compilation.	V1.20 regenerates tables, compiles full PDF and DtN context PDF, checks generated TeX for new section titles/explanations, renders representative pages, and verifies no Lean source under repo_snapshot/CNNA changed.	If later sections become too verbose, trim static prose in generators rather than moving explanations into dynamic YAML rows.	F3	Compact record: what exists, why it exists, owning phase, source location, and whether it may affect Lean objects. Avoid proofbook bloat.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
LEG37	Current source intake completeness ledger	1.1.1.1.5.1	active-prepared	LEG10, LEG5, CEX11, repo_inventory/raw_export/modules.json, symbol_reference_summary.json, module/declaration consumption TSVs, direct Lean source scan.	A complete classification ledger for the current Lean source snapshot: every module/declaration is linked to an object/proof dossier, legacy/audit/generated/reference/tool/refactor bucket, or a newly created natural-origin ingestion phase; every declaration receives declaration_kind, semantic_role, triviality_tier, significance/documentation policy, lifecycle_state, public_surface_status and owner bucket.	Close the corresponding pre-substantive-code readiness condition before new Lean content implementation is released. Consumption classification alone is not sufficient closure evidence.	Use generated inventory, direct source scan, LEG5 consumption classes, CEX11 total-classification taxonomy, object/proof-dossier register and local build evidence where required. If any declaration cannot be fully classified or bucketed, create or refine an upstream red blocker at the natural source layer instead of patching a consumer phase.	P1.33 records that the previous declaration consumption records are insufficient for total source-intake closure. Closure requires future generated total declaration classification evidence; no Lean source is changed in P1.33.	Generate and review the total declaration classification ledger. Do not mark 1.1.1.2 active until every declaration is typed, role-classified, triviality-tiered, lifecycle-tagged, public-surface-tagged and linked to an owner object/dossier or explicit non-object bucket.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	Current source-intake object; strengthened by CEX11 in P1.33.				
LEG38	Neutral module-name and facade migration map	1.1.1.1.5.2	active-prepared	LEG37 plus direct source scan of SM*, S6*, StrengtheningPhase*, BoundarySource, Handoff and Notation/Legacy module families.	A migration map assigning phase-semantic or legacy module names to neutral target names, facade modules, no-merge exceptions, and proof-stage preservation constraints.	Close the corresponding pre-substantive-code readiness condition before new Lean content implementation is released.	Use generated inventory, direct source scan, object/proof-dossier register and local build evidence where required. If the condition cannot be closed, create or refine an upstream red blocker at the natural source layer instead of patching a consumer phase.	V1.21 creates the readiness sequence and records the gap explicitly. Closure requires future local Lean/build/inventory evidence; no Lean source is changed in V1.21.	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history. Fill with exact candidate rows and evidence during the corresponding child phase; do not mark 1.1.1.2 active until this dossier chain is closed.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
LEG39	Neutral refactor execution certificate	1.1.1.1.5.3	active-prepared	LEG38, GNG03, GNG26, GNG28-GNG32, local Lean build evidence after refactor.	A certificate for a bounded neutral-module refactor package: old-module facades, import/declaration delta, consumer breakage audit, and local full-build evidence.	Close the corresponding pre-substantive-code readiness condition before new Lean content implementation is released.	Use generated inventory, direct source scan, object/proof-dossier register and local build evidence where required. If the condition cannot be closed, create or refine an upstream red blocker at the natural source layer instead of patching a consumer phase.	V1.21 creates the readiness sequence and records the gap explicitly. Closure requires future local Lean/build/inventory evidence; no Lean source is changed in V1.21.	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history. Fill with exact candidate rows and evidence during the corresponding child phase; do not mark 1.1.1.2 active until this dossier chain is closed.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
LEG40	Post-refactor inventory closure certificate	1.1.1.1.5.4	active-prepared	build_export_script_v1.8.py outputs after refactor, generated_tables.py outputs, object/proof/phase registers.	A regenerated inventory closure record after any neutral refactor: module graph, declaration graph, object-register delta, proof-dossier delta, public/API consumer delta, unresolved-gap ledger.	Close the corresponding pre-substantive-code readiness condition before new Lean content implementation is released.	Use generated inventory, direct source scan, object/proof-dossier register and local build evidence where required. If the condition cannot be closed, create or refine an upstream red blocker at the natural source layer instead of patching a consumer phase.	V1.21 creates the readiness sequence and records the gap explicitly. Closure requires future local Lean/build/inventory evidence; no Lean source is changed in V1.21.	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history. Fill with exact candidate rows and evidence during the corresponding child phase; do not mark 1.1.1.2 active until this dossier chain is closed.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
LEG41	Pre-substantive-code release certificate	1.1.1.1.5.5	active-prepared	Closed LEG37, LEG38, LEG39, LEG40, object proof dossiers, phase release checks, local build evidence if refactor executed.	A release certificate proving that a new substantive Lean/content phase may become active only after source intake, neutral naming/refactor, post-refactor inventory, proof-dossier updates and red-lock checks close.	Close the corresponding pre-substantive-code readiness condition before new Lean content implementation is released.	Use generated inventory, direct source scan, object/proof-dossier register and local build evidence where required. If the condition cannot be closed, create or refine an upstream red blocker at the natural source layer instead of patching a consumer phase.	V1.21 creates the readiness sequence and records the gap explicitly. Closure requires future local Lean/build/inventory evidence; no Lean source is changed in V1.21.	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history. Fill with exact candidate rows and evidence during the corresponding child phase; do not mark 1.1.1.2 active until this dossier chain is closed.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
DBR15	provider-neutral SQL database mirror feasibility and schema design	20.15	planned	SLTG-06; DBR0-DBR14; Master YAML; generated exports; database mirror official docs on API security/read-only access policy/service keys as external implementation reference only.	internal/api/review/admin schema split; minimal tables for db_snapshots, phases, objects, proof_dossiers, guardrails, workflows, modules, declarations, import_edges, phase_object_links, context_profiles, static_findings and reports.	Specify the DB/web-publication object without giving it CNNA truth-source status or public write authority.	Keep Lean/YAML as source; export snapshots into DB; expose only read-only public views; preserve snapshot provenance and checksums; forbid browser admin write credential keys and public writes; keep admin/import writes local or later signed/admin-only.	Planned. Closure requires schema/import/read-only access policy/frontend contract review, no secrets in repo/chat, and roundtrip/export evidence. V1.22 records planning objects only.	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history. When the pre-code gate stabilizes or DB work becomes active, create migration/importer artifacts and a database mirror context documentation slice from these DBR records.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
DBR16	YAML/exports to SQL import and roundtrip contract	20.16	planned	SLTG-06; DBR0-DBR14; Master YAML; generated exports; database mirror official docs on API security/read-only access policy/service keys as external implementation reference only.	Importer must be local/admin-run with .env secrets, produce import report/checksums, and never require a admin write credential key in chat or browser.	Specify the DB/web-publication object without giving it CNNA truth-source status or public write authority.	Keep Lean/YAML as source; export snapshots into DB; expose only read-only public views; preserve snapshot provenance and checksums; forbid browser admin write credential keys and public writes; keep admin/import writes local or later signed/admin-only.	Planned. Closure requires schema/import/read-only access policy/frontend contract review, no secrets in repo/chat, and roundtrip/export evidence. V1.22 records planning objects only.	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history. When the pre-code gate stabilizes or DB work becomes active, create migration/importer artifacts and a database mirror context documentation slice from these DBR records.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
DBR17	Append-only snapshot and checksum model	20.17	planned	SLTG-06; DBR0-DBR14; Master YAML; generated exports; database mirror official docs on API security/read-only access policy/service keys as external implementation reference only.	db_snapshots with snapshot_id, lean_data_version, lean_data_timestamp, planning_data_version, planning_data_timestamp, tool_infrastructure_version, tool_infrastructure_timestamp, yaml_hash, repo_inventory_hash, tool_hash, created_at, created_by, source_zip_name and optional import_report_hash.	Specify the DB/web-publication object without giving it CNNA truth-source status or public write authority.	Keep Lean/YAML as source; export snapshots into DB; expose only read-only public views; preserve snapshot provenance and checksums; forbid browser admin write credential keys and public writes; keep admin/import writes local or later signed/admin-only.	Planned. Closure requires schema/import/read-only access policy/frontend contract review, no secrets in repo/chat, and roundtrip/export evidence. V1.22 records planning objects only.	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history. When the pre-code gate stabilizes or DB work becomes active, create migration/importer artifacts and a database mirror context documentation slice from these DBR records.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
DBR18	Public read-only API views and read-only access policies	20.18	planned	SLTG-06; DBR0-DBR14; Master YAML; generated exports; database mirror official docs on API security/read-only access policy/service keys as external implementation reference only.	public read-only clients get SELECT on api.* views only; no public INSERT/UPDATE/DELETE; internal.* and admin/import.* remain closed; admin write credential never appears in frontend/browser.	Specify the DB/web-publication object without giving it CNNA truth-source status or public write authority.	Keep Lean/YAML as source; export snapshots into DB; expose only read-only public views; preserve snapshot provenance and checksums; forbid browser admin write credential keys and public writes; keep admin/import writes local or later signed/admin-only.	Planned. Closure requires schema/import/read-only access policy/frontend contract review, no secrets in repo/chat, and roundtrip/export evidence. V1.22 records planning objects only.	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history. When the pre-code gate stabilizes or DB work becomes active, create migration/importer artifacts and a database mirror context documentation slice from these DBR records.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
DBR19	cnna-project.net web-frontend data contract	20.19	planned	SLTG-06; DBR0-DBR14; Master YAML; generated exports; database mirror official docs on API security/read-only access policy/service keys as external implementation reference only.	Frontend can query public views with public read-only credential only and render phase map, object register, red/orange release reasons, import/module graph, proof dossiers, blue-debt dashboard and HTML context docs.	Specify the DB/web-publication object without giving it CNNA truth-source status or public write authority.	Keep Lean/YAML as source; export snapshots into DB; expose only read-only public views; preserve snapshot provenance and checksums; forbid browser admin write credential keys and public writes; keep admin/import writes local or later signed/admin-only.	Planned. Closure requires schema/import/read-only access policy/frontend contract review, no secrets in repo/chat, and roundtrip/export evidence. V1.22 records planning objects only.	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history. When the pre-code gate stabilizes or DB work becomes active, create migration/importer artifacts and a database mirror context documentation slice from these DBR records.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
DBR20	Reviewer annotation and future admin-write model	20.20	planned	SLTG-06; DBR0-DBR14; Master YAML; generated exports; database mirror official docs on API security/read-only access policy/service keys as external implementation reference only.	review.* for later authenticated comments/annotations; admin/import.* for local importer or future signed server-side import endpoint; no public writes and no manual table-click update as standard workflow.	Specify the DB/web-publication object without giving it CNNA truth-source status or public write authority.	Keep Lean/YAML as source; export snapshots into DB; expose only read-only public views; preserve snapshot provenance and checksums; forbid browser admin write credential keys and public writes; keep admin/import writes local or later signed/admin-only.	Planned. Closure requires schema/import/read-only access policy/frontend contract review, no secrets in repo/chat, and roundtrip/export evidence. V1.22 records planning objects only.	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history. When the pre-code gate stabilizes or DB work becomes active, create migration/importer artifacts and a database mirror context documentation slice from these DBR records.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
DBR21	Enlarged generated-PDF typography profile	20.21	yes	DBR12 section-pagebreak layout invariant; DBR14 documentation section explanations; DBR21 typography request; existing full/context/table generators.	Full and context PDF generators use 11pt A3 landscape document classes; generated table fragments bump explicit TeX sizes one step: scriptsize to footnotesize, footnotesize to small, small to normalsize, tiny to scriptsize; generated graph labels are bumped by one point where controlled by the tool.	Show that PDF typography enlargement is implemented at generator level and does not edit disposable PDF outputs or change Lean/YAML row semantics.	Patch generator sources, regenerate tables/exports, compile representative full/context PDFs, inspect generated TeX for bumped size commands and render early pages to ensure no obvious clipping/black-glyph failure.	V1.23 regenerates tables, compiles the full PDF and a database mirror context PDF, checks generated TeX for documentclass[11pt] and larger table size commands, renders representative pages, and audits no Lean source under repo_snapshot/CNNA changed.	If readability still needs adjustment, add an explicit PDF typography profile table instead of ad-hoc per-table changes.	F3	Compact record: what exists, why it exists, owning phase, source location, and whether it may affect Lean objects. Avoid proofbook bloat.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
GA0	Horn quaternion/geometric-algebra reference-gate packet	1.4.9	no	Horn 0709.2238v1; external primary/source checks for mathlib Quaternion/CliffordAlgebra and GA formalization; no Lean CNNA computation.	A documentation-only packet of target patterns extracted from Horn 0709.2238v1: Hamilton quaternion relations, Pauli/Cartan relation, geometric-product basis grades, pseudoscalar duality, pure-quaternion-as-bivector interpretation and complex-quaternion eight-basis bookkeeping.	Future proof/documentation target: show that the referenced CNNA-derived objects satisfy or fail the external target profile, with the external source classified as comparison-only and with no handoff rights.	Current state is a reference-gate scratchpad, not a Lean proof. Implementation must first expose CNNA-derived predecessor data, then encode the comparison profile structurally and prove/falsify it without importing external theory as generator.	No Lean code introduced in V1.25; generator validation and table/PDF generation are the only checks. Expert review required before implementation.	When phase 1.4.9 becomes implementable, replace this placeholder with exact Lean module/declaration links and sign/provenance audit.	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
GA1	Hamilton unit and Pauli/Cartan sign-convention comparison profile	1.4.9.1	no	GA0 and external reference equations only; future comparison waits for CD0-CD7 closure.	A target profile recording unit-square, anti-commutation and sign-convention checks for Hamilton units and their Pauli/Cartan representation, with explicit separation of complex i and quaternion i.	Future proof/documentation target: show that the referenced CNNA-derived objects satisfy or fail the external target profile, with the external source classified as comparison-only and with no handoff rights.	Current state is a reference-gate scratchpad, not a Lean proof. Implementation must first expose CNNA-derived predecessor data, then encode the comparison profile structurally and prove/falsify it without importing external theory as generator.	No Lean code introduced in V1.25; generator validation and table/PDF generation are the only checks. Expert review required before implementation.	When phase 1.4.9.1 becomes implementable, replace this placeholder with exact Lean module/declaration links and sign/provenance audit.	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
GA2	Pauli bivector/pseudoscalar duality comparison profile	1.4.9.2	no	GA0, GA1 and external GA references; no CNNA-derived orientation or dimension is assumed.	A target profile for geometric-algebra duality: scalar/trivector and vector/bivector pairing, pseudoscalar I = sigma_x sigma_y sigma_z, I^2 = -1, and pure quaternions as oriented-plane/bivector targets.	Future proof/documentation target: show that the referenced CNNA-derived objects satisfy or fail the external target profile, with the external source classified as comparison-only and with no handoff rights.	Current state is a reference-gate scratchpad, not a Lean proof. Implementation must first expose CNNA-derived predecessor data, then encode the comparison profile structurally and prove/falsify it without importing external theory as generator.	No Lean code introduced in V1.25; generator validation and table/PDF generation are the only checks. Expert review required before implementation.	When phase 1.4.9.2 becomes implementable, replace this placeholder with exact Lean module/declaration links and sign/provenance audit.	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
GA3	Complex-quaternion eight-basis multivector comparison profile	1.4.9.2	no	GA0-GA2; external reference only, no CNNA scalar surface or C-layer assumption.	A target bookkeeping profile for the eight real components of complex quaternions mapped to geometric-algebra grades: scalar, vector, bivector and pseudoscalar components.	Future proof/documentation target: show that the referenced CNNA-derived objects satisfy or fail the external target profile, with the external source classified as comparison-only and with no handoff rights.	Current state is a reference-gate scratchpad, not a Lean proof. Implementation must first expose CNNA-derived predecessor data, then encode the comparison profile structurally and prove/falsify it without importing external theory as generator.	No Lean code introduced in V1.25; generator validation and table/PDF generation are the only checks. Expert review required before implementation.	When phase 1.4.9.2 becomes implementable, replace this placeholder with exact Lean module/declaration links and sign/provenance audit.	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
GA4	Boundary Pauli/Clifford comparison gate	13.2.1	no	Future 13.2 boundary *-algebra plus GA0-GA3 target profiles; no direct Pillar-A internals.	A comparison gate asking whether generators produced by the CNNA-derived boundary *-algebra satisfy Pauli/Clifford-like square, star and anti-commutation targets.	Future proof/documentation target: show that the referenced CNNA-derived objects satisfy or fail the external target profile, with the external source classified as comparison-only and with no handoff rights.	Current state is a reference-gate scratchpad, not a Lean proof. Implementation must first expose CNNA-derived predecessor data, then encode the comparison profile structurally and prove/falsify it without importing external theory as generator.	No Lean code introduced in V1.25; generator validation and table/PDF generation are the only checks. Expert review required before implementation.	When phase 13.2.1 becomes implementable, replace this placeholder with exact Lean module/declaration links and sign/provenance audit.	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
GA5	Dirac/spacetime-algebra comparison target gate	13.6.1	no	Future 13.5/13.6 outputs plus GA4; no imported Dirac equation, Lorentz group or spacetime metric.	A comparison target for later CNNA-derived local-net/modular data against Dirac/spacetime-algebra Clifford signatures, Lorentz-covariance formulations and spin/CPT compatibility patterns.	Future proof/documentation target: show that the referenced CNNA-derived objects satisfy or fail the external target profile, with the external source classified as comparison-only and with no handoff rights.	Current state is a reference-gate scratchpad, not a Lean proof. Implementation must first expose CNNA-derived predecessor data, then encode the comparison profile structurally and prove/falsify it without importing external theory as generator.	No Lean code introduced in V1.25; generator validation and table/PDF generation are the only checks. Expert review required before implementation.	When phase 13.6.1 becomes implementable, replace this placeholder with exact Lean module/declaration links and sign/provenance audit.	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
GA6	Geometric and conformal algebra side-comparison register	18.5	no	GA0-GA5 and future derived CNNA outputs; never from external GA as a foundation.	A side-comparison register for geometric algebra, spacetime algebra and conformal geometric algebra as external target surfaces for already-derived CNNA outputs.	Future proof/documentation target: show that the referenced CNNA-derived objects satisfy or fail the external target profile, with the external source classified as comparison-only and with no handoff rights.	Current state is a reference-gate scratchpad, not a Lean proof. Implementation must first expose CNNA-derived predecessor data, then encode the comparison profile structurally and prove/falsify it without importing external theory as generator.	No Lean code introduced in V1.25; generator validation and table/PDF generation are the only checks. Expert review required before implementation.	When phase 18.5 becomes implementable, replace this placeholder with exact Lean module/declaration links and sign/provenance audit.	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
DBR27	Phase/Object context-class taxonomy	20.27	yes	LEG34; DBR13; status_legend; phase_object_link_policy; object register; phase table; user-requested OOP-style class separation	PhaseContextClass and ObjectContextClass are orthogonal metadata fields. They identify Lean/tool/reference/database/generated/governance/documentation class boundaries while Object status and Phase status continue to encode release/proof state.	Complete register coverage and visible rendering: every phase/object has exactly one context class from the taxonomy, and generated phase/object/proof/scratchpad tables show the class beside status-sensitive fields.	Generated schema enforces non-empty Context class on phases and objects. The taxonomy is rendered before phase/object registers. Second-pass semantic audit separates LeanSourceObject/LeanTargetObject from LeanRefactorObject, LeanHandoffContractObject, LeanGovernanceObject and non-Lean tool/reference/database/documentation classes.	python3 scripts/generate_tables.py validates presence of context_class_taxonomy and Context class fields; PDF generation renders the taxonomy and all phase/object tables with Context class columns. No Lean source is changed by this tooling/schema phase.	Mirror context classes into future database mirror schema and require future phase/object additions to declare a class at creation time.	F3	Compact record: what exists, why it exists, owning phase, source location, and whether it may affect Lean objects. Avoid proofbook bloat.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
CEX0	Explorer-readiness audit ledger	21.0	active-prepared	LEG37-LEG41, LEG5, DBR27, CEX10, CEX11, Master YAML, generated_exports, repo_inventory/raw_export/*.json	A consolidated audit object that decides whether the current YAML plus generated Lean inventory is complete and coherent enough to support the Explorer. It includes YAML field coverage, entity completeness, edge semantics, object lifecycle/supersession coverage, neutral naming/refactor consolidation, complete IST Lean module/declaration/object scan and total Lean-declaration classification.	Close the Explorer readiness gate before any stable graph schema, YAML2SQL importer, SQL mirror or frontend implementation is treated as released, including lifecycle-safe historical provenance, successor/current-dossier handling and total declaration kind/role/triviality/documentation/lifecycle classification.	Run a complete YAML/entity/field/edge/status/context/significance/lifecycle/declaration-classification audit, merge findings with LEG37-LEG41 neutral naming/refactor/source-intake ledgers, require every later Explorer object to cite resolved schema fields rather than prose-only assumptions, require object lifecycle edges to remain acyclic except for explicitly typed non-derivation reference links, and require every Lean declaration to be typed, bucketed, documented and lifecycle-tagged before closure.	P1.33 adds CEX11, total Lean declaration classification taxonomy, guardrails and workflows. Full closure remains future: it requires coverage matrices, missing-field ledger, edge-semantics register, lifecycle/supersession register, complete IST Lean object/module/declaration scan evidence and total_declaration_classification.generated.tsv with unresolved blockers empty or explicitly routed upstream.	When activated, fill readiness matrices and create upstream YAML/schema/refactor/source-intake blockers at the natural origin of any missing field, edge, lifecycle, rename/delete, owner bucket, declaration-kind, triviality, documentation-policy or source-intake structure.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	Current readiness object; now consumes CEX10 lifecycle ledger and CEX11 total declaration classification ledger.				
CEX1	Explorer semantic graph schema	21.1	planned	CEX0, DBR27, phase/object/proof/scratchpad registers	Typed node/edge schema for the CNNA Explorer, including direction semantics and epistemic layers for Lean objects, YAML mirrors, SQL mirrors, generated artifacts, external references and hypotheses.	Define and later implement Explorer semantic graph schema only after CEX0 establishes the required field/entity/edge coverage.	Use CEX0 as schema/source audit input; keep the object generated-secondary; produce concrete schema/import/API/UI/history/deployment evidence appropriate to the phase; verify read-only and provenance-preserving behavior.	V1.28 planning record only. No implementation artifact, database connection, frontend code or Lean code change exists in this package.	Do not activate before CEX0. When activated, add concrete files/reports and update this dossier with generated evidence and snapshot/provenance checks.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
CEX2	YAML2SQL/MySQL mirror contract	21.2	planned	CEX0-CEX1, DBR15-DBR18, generated exports	Deterministic one-way import contract from Master YAML/generated inventory and CI snapshot artifacts to a MySQL-compatible SQL mirror used only for presentation/querying.	Define and later implement YAML2SQL/MySQL mirror contract only after CEX0 establishes required field/entity/edge coverage and after CI/import snapshot provenance fields are specified.	Use CEX0 as schema/source audit input; emit snapshot artifacts with commit/toolchain/hash metadata; import through a deterministic staging path; validate row/hash coverage; expose only read-only current views; keep SQL generated-secondary.	P1.37 planning record only. No implementation artifact, database connection, frontend code, GitHub workflow or Lean code change exists in this package.	Do not activate before CEX0/CEX1 and the new 21.2.1-21.2.3 subcontracts are ready. When activated, add concrete workflow/import/rollback evidence.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
CEX3	Explorer read-only API/query projection contract	21.3	planned	CEX1-CEX2, CEX12-CEX16, DBR18-DBR20	Read-only API/view contract for graph, filter, inspector, history, red-failure-history, translation and hypothesis projections over the validated current SQL snapshot, with admin/import surfaces hidden.	Define and later implement Explorer read-only API/query projection contract only after CEX0 establishes the required field/entity/edge coverage.	Use the current snapshot views only; preserve snapshot/build provenance on every row; enforce public read-only access; route importer/admin access through non-public credentials and server-local logic. CEX15 state-transition records and CEX16 red failure snapshots must be exposed as history/query metadata, not as proof sources and not as green current rows.	P1.37 planning record only. No implementation artifact, database connection, frontend code, GitHub workflow or Lean code change exists in this package.	Do not activate before CEX0. When activated, add concrete files/reports and update this dossier with generated evidence and snapshot/provenance checks.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.	P1.40	2026-05-12T08:18:00+02:00	planning-delta	P1.40 workflow-coherence audit: clarified no-build vs red-build states, delta-PDF closeout, red-history API/deployment dependencies, and added anti-self-sabotage workflow guardrail.
CEX4	Dark Pillar-hub star-map UI shell	21.4	planned	CEX1-CEX3, Pillar/context taxonomy	Dark interactive CNNA root/Pillar-hub graph shell with controlled expansion and no-detail-overload policy.	Define and later implement Dark Pillar-hub star-map UI shell only after CEX0 establishes the required field/entity/edge coverage.	Use CEX0 as schema/source audit input; keep the object generated-secondary; produce concrete schema/import/API/UI/history/deployment evidence appropriate to the phase; verify read-only and provenance-preserving behavior.	V1.28 planning record only. No implementation artifact, database connection, frontend code or Lean code change exists in this package.	Do not activate before CEX0. When activated, add concrete files/reports and update this dossier with generated evidence and snapshot/provenance checks.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
CEX5	Inspector/menu/i18n explanation contract	21.5	planned	CEX1-CEX4, object/proof/scratchpad registers	Right-side inspector and explanation/i18n schema for phases, objects, modules, edges and proof dossiers.	Define and later implement Inspector/menu/i18n explanation contract only after CEX0 establishes the required field/entity/edge coverage.	Use CEX0 as schema/source audit input; keep the object generated-secondary; produce concrete schema/import/API/UI/history/deployment evidence appropriate to the phase; verify read-only and provenance-preserving behavior.	V1.28 planning record only. No implementation artifact, database connection, frontend code or Lean code change exists in this package.	Do not activate before CEX0. When activated, add concrete files/reports and update this dossier with generated evidence and snapshot/provenance checks.	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	See object register lifecycle columns; no supersession recorded for this object at this planning snapshot.				
