ID	Object	Layer	Canonical CNNA definition	Natural provenance	Computed from	ExecComplex/computable path	Object status	Code status	Current code modules / derivation site	Neutral target location / canonical API	Pillar-A access	Handoff rights	May be consumed by	Priority	Phase	Proof documentation status	Proof dossier	Context class	Significance tier	Documentation depth requirement	Object lifecycle state	Lifecycle predecessor object(s)	Lifecycle successor/current object	Lifecycle note	Current dossier pointer	Change version	Change timestamp	Change class	Change note
LEG38	Neutral module-name and facade migration map	Planning/API hygiene and compatibility-preserving refactor design	A migration map assigning phase-semantic or legacy module names to neutral target names, facade modules, no-merge exceptions, and proof-stage preservation constraints.	1.1.1.1.5.2; closed LEG42 audit ledger; closed LEG43 notation-removal review; build-validated LEG44 notation-removal execution certificate; semantic consolidation findings SCF44/SCF45/SCF52.	Closed LEG42 notation audit ledger, closed LEG43 removal-review ledger, closed/build-validated LEG44 removal certificate, plus SCF44/SCF45/SCF52 semantic consolidation findings.	not applicable until execution; planned refactor surface only.	Y	active planning gate after P1.46; no Lean source migration/refactor executed yet.	repo_snapshot/CNNA/**/*.lean; masters/cnna_roadmap_master.yaml	future neutral module/facade map generated from YAML; old modules retained until build-proven migration	A-internal planning/refactor governance only; no pillar handoff use.	none	1.1.1.1.5 child phases, 1.1.1.2, public API/firewall phases, future Lean implementation prompts	critical-before-new-substantive-code	1.1.1.1.5.2	active-prepared	proof:LEG38	GovernancePolicyObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	LEG44	none	Current active object. It must produce a neutral naming/facade migration map before any compatibility-preserving refactor execution in LEG39.	proof:LEG38	P1.46	2026-05-12T14:45:00+02:00	phase-activation	LEG38 is the next active phase after LEG44 build validation.
LEG39	Neutral refactor execution certificate	Build reproducibility and compatibility-preserving refactor governance	A certificate for a bounded neutral-module refactor package: old-module facades, import/declaration delta, consumer breakage audit, and local full-build evidence.	1.1.1.1.5.3; LEG38 migration map; LEG44 notation-removal certificate; refactor regression protocol.	LEG38, LEG44, GNG03, GNG26, GNG28-GNG32, local Lean build evidence after refactor.	not an ExecComplex computation; must preserve all executable witnesses.	Y	planned after LEG38; requires local build evidence when executed	future modified Lean modules authorized by LEG38	post-refactor root/import surface with compatibility facades	A-internal planning/refactor governance only; no pillar handoff use.	none	1.1.1.1.5 child phases, 1.1.1.2, public API/firewall phases, future Lean implementation prompts	critical-before-new-substantive-code	1.1.1.1.5.3	active-prepared	proof:LEG39	GovernancePolicyObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	LEG38	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:LEG39	P1.43	2026-05-12T11:35:00+02:00	planning-delta	P1.43 records LEG44 as upstream stabilized-notation evidence before refactor execution.
LEG40	Post-refactor inventory closure certificate	Generated inventory and object/proof-dossier reclassification	A regenerated inventory closure record after any neutral refactor: module graph, declaration graph, object-register delta, proof-dossier delta, public/API consumer delta, unresolved-gap ledger.	1.1.1.1.5.4; LEG39 closed refactor execution certificate; LEG42/LEG43/LEG44 notation cleanup evidence; regenerated inventory/export data.	build_export_script_v1.8.py outputs after refactor, generated_tables.py outputs, notation cleanup evidence, object/proof/phase registers.	not applicable; inventory and release metadata only.	Y	planned after LEG39; no current Lean move	repo_inventory/raw_export/*.json after refactor; generated_exports/*.tsv	fresh post-refactor source truth map	A-internal planning/refactor governance only; no pillar handoff use.	none	1.1.1.1.5 child phases, 1.1.1.2, public API/firewall phases, future Lean implementation prompts	critical-before-new-substantive-code	1.1.1.1.5.4	active-prepared	proof:LEG40	GovernancePolicyObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:LEG40	P1.43	2026-05-12T11:35:00+02:00	planning-delta	P1.43 propagates LEG43/LEG44 into the inventory closure certificate.
LEG41	Pre-substantive-code release certificate	Release governance before new Lean content	A release certificate proving that a new substantive Lean/content phase may become active only after source intake, neutral naming/refactor, post-refactor inventory, proof-dossier updates and red-lock checks close.	1.1.1.1.5.5; LEG42-LEG44 and LEG37-LEG40 closed; DBR13/GNG31 red-lock policy.	Closed LEG42, LEG43, LEG44, LEG37, LEG38, LEG39, LEG40, object proof dossiers, phase release checks, local build evidence if refactor executed.	not applicable; release certificate only.	Y	planned final gate before 1.1.1.2 may become active	masters/cnna_roadmap_master.yaml; generated_exports/pre_implementation_phase_check_results.generated.tsv	release proof for 1.1.1.2 or upstream red blockers	A-internal planning/refactor governance only; no pillar handoff use.	none	1.1.1.1.5 child phases, 1.1.1.2, public API/firewall phases, future Lean implementation prompts	critical-before-new-substantive-code	1.1.1.1.5.5	active-prepared	proof:LEG41	GovernancePolicyObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:LEG41	P1.43	2026-05-12T11:35:00+02:00	planning-delta	P1.43 extends the release chain with notation-removal review/execution gates.
DBR15	provider-neutral SQL database mirror feasibility and schema design	Generated-secondary database/web publication tooling	Define the first DB mirror boundary: Lean/YAML remain authoritative; provider-neutral SQL database is a public query/visualization mirror only. internal/api/review/admin schema split; minimal tables for db_snapshots, phases, objects, proof_dossiers, guardrails, workflows, modules, declarations, import_edges, phase_object_links, context_profiles, static_findings and reports.	SLTG-06 database-ready CNNA review/documentation structure and the V1.22 database mirror/public-web-frontend architecture decision.	Master YAML, generated TSV exports, repo_inventory/raw_export, status/guardrail/proof-dossier records and future import reports/checksums.	Not applicable; database/publication tooling only. No mathematical CNNA computation and no Lean theorem.	W	planned DB/tooling object; no implementation script or live DB connection yet	masters/cnna_roadmap_master.yaml; generated_exports/*.tsv; future DB migration/import/frontend artifacts	Future provider-neutral SQL database schemas internal.*, api.*, review.*, admin/import.* plus YAML/export importer and read-only web frontend contract.	Documentation/query/publication layer only; no Pillar-A mathematical object access.	No pillar handoff rights and no phase-release rights.	DB mirror planning phases 20.15-20.20, future cnna-project.net frontend, public read-only API views, expert-review navigation tooling.	secondary-tooling-sidechain	20.15	planned	proof:DBR15	DatabaseMirrorObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:DBR15				
DBR16	YAML/exports to SQL import and roundtrip contract	Generated-secondary database/web publication tooling	Define a reproducible importer/exporter contract from Master YAML and generated exports into provider-neutral SQL database and back to YAML/reportable snapshots. Importer must be local/admin-run with .env secrets, produce import report/checksums, and never require a admin write credential key in chat or browser.	SLTG-06 database-ready CNNA review/documentation structure and the V1.22 database mirror/public-web-frontend architecture decision.	Master YAML, generated TSV exports, repo_inventory/raw_export, status/guardrail/proof-dossier records and future import reports/checksums.	Not applicable; database/publication tooling only. No mathematical CNNA computation and no Lean theorem.	W	planned DB/tooling object; no implementation script or live DB connection yet	masters/cnna_roadmap_master.yaml; generated_exports/*.tsv; future DB migration/import/frontend artifacts	Future provider-neutral SQL database schemas internal.*, api.*, review.*, admin/import.* plus YAML/export importer and read-only web frontend contract.	Documentation/query/publication layer only; no Pillar-A mathematical object access.	No pillar handoff rights and no phase-release rights.	DB mirror planning phases 20.15-20.20, future cnna-project.net frontend, public read-only API views, expert-review navigation tooling.	secondary-tooling-sidechain	20.16	planned	proof:DBR16	DatabaseMirrorObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:DBR16				
DBR17	Append-only snapshot and checksum model	Generated-secondary database/web publication tooling	Define snapshot provenance so every public DB row is traceable to a Lean/YAML/tool package state. db_snapshots with snapshot_id, lean_data_version, lean_data_timestamp, planning_data_version, planning_data_timestamp, tool_infrastructure_version, tool_infrastructure_timestamp, yaml_hash, repo_inventory_hash, tool_hash, created_at, created_by, source_zip_name and optional import_report_hash.	SLTG-06 database-ready CNNA review/documentation structure and the V1.22 database mirror/public-web-frontend architecture decision.	Master YAML, generated TSV exports, repo_inventory/raw_export, status/guardrail/proof-dossier records and future import reports/checksums.	Not applicable; database/publication tooling only. No mathematical CNNA computation and no Lean theorem.	W	planned DB/tooling object; no implementation script or live DB connection yet	masters/cnna_roadmap_master.yaml; generated_exports/*.tsv; future DB migration/import/frontend artifacts	Future provider-neutral SQL database schemas internal.*, api.*, review.*, admin/import.* plus YAML/export importer and read-only web frontend contract.	Documentation/query/publication layer only; no Pillar-A mathematical object access.	No pillar handoff rights and no phase-release rights.	DB mirror planning phases 20.15-20.20, future cnna-project.net frontend, public read-only API views, expert-review navigation tooling.	secondary-tooling-sidechain	20.17	planned	proof:DBR17	DatabaseMirrorObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:DBR17				
DBR18	Public read-only API views and read-only access policies	Generated-secondary database/web publication tooling	Define public read-only exposure through api.* views while internal canonical tables remain non-public. public read-only clients get SELECT on api.* views only; no public INSERT/UPDATE/DELETE; internal.* and admin/import.* remain closed; admin write credential never appears in frontend/browser.	SLTG-06 database-ready CNNA review/documentation structure and the V1.22 database mirror/public-web-frontend architecture decision.	Master YAML, generated TSV exports, repo_inventory/raw_export, status/guardrail/proof-dossier records and future import reports/checksums.	Not applicable; database/publication tooling only. No mathematical CNNA computation and no Lean theorem.	W	planned DB/tooling object; no implementation script or live DB connection yet	masters/cnna_roadmap_master.yaml; generated_exports/*.tsv; future DB migration/import/frontend artifacts	Future provider-neutral SQL database schemas internal.*, api.*, review.*, admin/import.* plus YAML/export importer and read-only web frontend contract.	Documentation/query/publication layer only; no Pillar-A mathematical object access.	No pillar handoff rights and no phase-release rights.	DB mirror planning phases 20.15-20.20, future cnna-project.net frontend, public read-only API views, expert-review navigation tooling.	secondary-tooling-sidechain	20.18	planned	proof:DBR18	DatabaseMirrorObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:DBR18				
DBR19	cnna-project.net web-frontend data contract	Generated-secondary database/web publication tooling	Define the read-only web frontend contract for public visualization/navigation over database mirror api.* views. Frontend can query public views with public read-only credential only and render phase map, object register, red/orange release reasons, import/module graph, proof dossiers, blue-debt dashboard and HTML context docs.	SLTG-06 database-ready CNNA review/documentation structure and the V1.22 database mirror/public-web-frontend architecture decision.	Master YAML, generated TSV exports, repo_inventory/raw_export, status/guardrail/proof-dossier records and future import reports/checksums.	Not applicable; database/publication tooling only. No mathematical CNNA computation and no Lean theorem.	W	planned DB/tooling object; no implementation script or live DB connection yet	masters/cnna_roadmap_master.yaml; generated_exports/*.tsv; future DB migration/import/frontend artifacts	Future provider-neutral SQL database schemas internal.*, api.*, review.*, admin/import.* plus YAML/export importer and read-only web frontend contract.	Documentation/query/publication layer only; no Pillar-A mathematical object access.	No pillar handoff rights and no phase-release rights.	DB mirror planning phases 20.15-20.20, future cnna-project.net frontend, public read-only API views, expert-review navigation tooling.	secondary-tooling-sidechain	20.19	planned	proof:DBR19	DatabaseMirrorObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:DBR19				
DBR20	Reviewer annotation and future admin-write model	Generated-secondary database/web publication tooling	Define later authenticated reviewer annotations and controlled admin/import writes without changing the initial public read-only guarantee. review.* for later authenticated comments/annotations; admin/import.* for local importer or future signed server-side import endpoint; no public writes and no manual table-click update as standard workflow.	SLTG-06 database-ready CNNA review/documentation structure and the V1.22 database mirror/public-web-frontend architecture decision.	Master YAML, generated TSV exports, repo_inventory/raw_export, status/guardrail/proof-dossier records and future import reports/checksums.	Not applicable; database/publication tooling only. No mathematical CNNA computation and no Lean theorem.	W	planned DB/tooling object; no implementation script or live DB connection yet	masters/cnna_roadmap_master.yaml; generated_exports/*.tsv; future DB migration/import/frontend artifacts	Future provider-neutral SQL database schemas internal.*, api.*, review.*, admin/import.* plus YAML/export importer and read-only web frontend contract.	Documentation/query/publication layer only; no Pillar-A mathematical object access.	No pillar handoff rights and no phase-release rights.	DB mirror planning phases 20.15-20.20, future cnna-project.net frontend, public read-only API views, expert-review navigation tooling.	secondary-tooling-sidechain	20.20	planned	proof:DBR20	DatabaseMirrorObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:DBR20				
DBR21	Enlarged generated-PDF typography profile	Generated-secondary documentation/review tooling	A generated-document layout profile that raises full/context PDF body and table text one typographic step, including explicit TeX size commands and graph label sizes, without changing Lean/YAML data semantics.	User request after V1.22 to make all generated-document text one size larger.	generate_full_document.py, generate_context_doc.py, generate_tables.py, build_export_script_v1.8.py, generated TeX/PDF outputs and representative render checks.	Not applicable; documentation typography only. No mathematical CNNA object and no Lean theorem.	G	implemented as V1.23 PDF typography generator update; no Lean code	Repository/scripts/generate_full_document.py; Repository/scripts/generate_context_doc.py; Repository/scripts/generate_tables.py; Repository/scripts/build_export_script_v1.8.py; README.md; Repository/masters/cnna_roadmap_master.yaml; Repository/archive/reports/V1_23_PDF_FONT_SCALE_REPORT.md	"Full docs: python3 scripts/generate_full_document.py --compile. Context docs: python3 scripts/generate_context_doc.py ""<topic>"" --profile <profile> --slug <slug>. Both use the enlarged typography profile automatically."	Documentation/review only; no Pillar-A mathematical object access.	No pillar handoff rights.	Human reviewers, generated PDF readers, context documentation, future web/export layout profiles.	active-tooling	20.21	yes	proof:DBR21	GeneratedArtifactObject	F3	Compact record: what exists, why it exists, owning phase, source location, and whether it may affect Lean objects. Avoid proofbook bloat.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:DBR21				
GA0	Horn quaternion/geometric-algebra reference-gate packet	External reference/comparison gate	A documentation-only packet of target patterns extracted from Horn 0709.2238v1: Hamilton quaternion relations, Pauli/Cartan relation, geometric-product basis grades, pseudoscalar duality, pure-quaternion-as-bivector interpretation and complex-quaternion eight-basis bookkeeping.	User-requested reading of Horn 0709.2238v1 as a reference/target gate, explicitly not as a CNNA input.	Horn 0709.2238v1; external primary/source checks for mathlib Quaternion/CliffordAlgebra and GA formalization; no Lean CNNA computation.	None. Reference metadata only; no operational computation and no scalar-layer authority.	K	planned comparison/reference target; no Lean module yet	No current Lean module; masters/cnna_roadmap_master.yaml scratchpad/source-crosscheck only.	future CNNA/PillarA/Structural/CayleyDickson/ReferenceGates/QuaternionGAGate.lean if released	Reference/comparison only; prohibited as a source or generator.	none	1.4.9.1, 1.4.9.2, 13.2.1, 13.6.1, 18.5 as comparison targets only	reference-gate	1.4.9	no	proof:GA0	ReferenceGateObject	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:GA0				
GA1	Hamilton unit and Pauli/Cartan sign-convention comparison profile	Cayley-Dickson/quaternion reference	A target profile recording unit-square, anti-commutation and sign-convention checks for Hamilton units and their Pauli/Cartan representation, with explicit separation of complex i and quaternion i.	Horn sections on quaternions and Pauli matrices; mathlib Quaternion API as later formal target seam.	GA0 and external reference equations only; future comparison waits for CD0-CD7 closure.	None currently; future checks may be exact algebraic equalities, not ExecComplex calculations.	K	planned comparison/reference target; no Lean module yet	Future comparison may inspect CNNA/PillarA/Structural/CayleyDickson/*.lean after neutral reintegration.	future QuaternionUnitComparisonProfile API under Structural/CayleyDickson/ReferenceGates	Reference/comparison only; no generator rights.	none	1.4.9.2; 13.2.1 comparison gates after CNNA-derived data exists	reference-gate	1.4.9.1	no	proof:GA1	ReferenceGateObject	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:GA1				
GA2	Pauli bivector/pseudoscalar duality comparison profile	Cayley-Dickson/Clifford reference	A target profile for geometric-algebra duality: scalar/trivector and vector/bivector pairing, pseudoscalar I = sigma_x sigma_y sigma_z, I^2 = -1, and pure quaternions as oriented-plane/bivector targets.	Horn duality section and geometric algebra basis-grade discussion.	GA0, GA1 and external GA references; no CNNA-derived orientation or dimension is assumed.	None currently. Future implementation must require CNNA-derived orientation/volume candidate before comparison.	K	planned comparison/reference target; no Lean module yet	No current Lean module; future reference-gate only.	future CliffordDualityComparisonProfile API under Structural/CayleyDickson/ReferenceGates	Reference/comparison only; no basis/orientation/dimension generator rights.	none	13.2.1, 13.6.1 and 18.5 as comparison targets only	reference-gate	1.4.9.2	no	proof:GA2	ReferenceGateObject	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:GA2				
GA3	Complex-quaternion eight-basis multivector comparison profile	Biquaternion/geometric-algebra reference	A target bookkeeping profile for the eight real components of complex quaternions mapped to geometric-algebra grades: scalar, vector, bivector and pseudoscalar components.	Horn complex-quaternion section and its mapping between biquaternions and geometric-algebra multivectors.	GA0-GA2; external reference only, no CNNA scalar surface or C-layer assumption.	None currently. Explicitly not an ExecComplex replacement or complex scalar import.	K	planned comparison/reference target; no Lean module yet	Could later relate to 10.4.3 CD9 only after noncircular C-layer audit.	future BiquaternionMultivectorComparisonProfile API under ReferenceGates or bridge audit docs	Reference/comparison only; no scalar-layer generator rights.	none	10.4.3 CD9 audit, 13.6.1 Dirac/STA comparison, 18.5 side-comparison	reference-gate	1.4.9.2	no	proof:GA3	ReferenceGateObject	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:GA3				
GA4	Boundary Pauli/Clifford comparison gate	Pillar B boundary algebra reference	A comparison gate asking whether generators produced by the CNNA-derived boundary *-algebra satisfy Pauli/Clifford-like square, star and anti-commutation targets.	Horn Pauli/geometric-algebra interpretation; mathlib CliffordAlgebra universal-property API; Pillar-B boundary star-algebra roadmap.	Future 13.2 boundary *-algebra plus GA0-GA3 target profiles; no direct Pillar-A internals.	Potential finite matrix check only after 13.2 derives the algebra; currently none.	K	planned comparison/reference target; no Lean module yet	PillarB empty; future CNNA/PillarB/QFT/BoundaryStarAlgebra.lean consumer output.	future CNNA/PillarB/QFT/CliffordComparisonGate.lean	No direct A access; B consumer may only compare against A->B handoff-derived algebra outputs.	none	13.6.1 and 18.5 as later comparison/reference gates	reference-gate	13.2.1	no	proof:GA4	ReferenceGateObject	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:GA4				
GA5	Dirac/spacetime-algebra comparison target gate	Pillar B AQFT/STA reference	A comparison target for later CNNA-derived local-net/modular data against Dirac/spacetime-algebra Clifford signatures, Lorentz-covariance formulations and spin/CPT compatibility patterns.	Horn Dirac/quaternion discussion and GA/STA reference literature; placed behind 13.6 theorem gates.	Future 13.5/13.6 outputs plus GA4; no imported Dirac equation, Lorentz group or spacetime metric.	None currently; later finite checks may exist only as mirror diagnostics after B data is derived.	K	planned comparison/reference target; no Lean module yet	PillarB empty; no current STA/Dirac module.	future CNNA/PillarB/AQFT/SpacetimeAlgebraComparisonGate.lean	No direct A access; comparison only after B consumer chain.	none	18.5 side-comparison and later expert-review documentation	reference-gate	13.6.1	no	proof:GA5	ReferenceGateObject	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:GA5				
GA6	Geometric and conformal algebra side-comparison register	Side comparison/reference theory	A side-comparison register for geometric algebra, spacetime algebra and conformal geometric algebra as external target surfaces for already-derived CNNA outputs.	Horn outlook and related GA/CGA reference literature; CNNA side-comparison Phase 18.	GA0-GA5 and future derived CNNA outputs; never from external GA as a foundation.	None. Documentation/review comparison metadata only.	K	planned comparison/reference target; no Lean module yet	No current Lean module.	future CNNA/Comparisons/GeometricAlgebra.lean or generated comparison ledger	No A-source rights; side comparison only.	none	Documentation workflow, expert review and later side-comparison packets	secondary-reference	18.5	no	proof:GA6	ReferenceGateObject	F2	Standard dossier: short definition, source objects, proof target, implementation location, and next documentation action. No large narrative unless it blocks implementation.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:GA6				
DBR27	Phase/Object context-class taxonomy	Generated-secondary planning schema and OOP-style classification boundary	Generated-secondary context-class taxonomy: every phase/object row carries an explicit Context class separating Lean mathematical objects, Lean-facing contracts/refactors/governance, tool/database/generated/documentation artifacts and reference gates.	User-requested correction that objects and phases must be classified by overarching context; OOP principle: class/type identity must be visible and separate from state/status.	Schema extension from V1.25 plus second-pass semantic class audit: phase/object rows receive Context class; Lean-facing refactor/contract/governance rows are separated from tool-only rows and mathematical Lean source/target rows.	Not applicable; no mathematical computation. This is schema/classification metadata for review surfaces.	G	implemented in V1.26 generated planning/tooling schema; no Lean source changed	masters/cnna_roadmap_master.yaml; scripts/generate_tables.py; scripts/generate_full_document.py; generated_exports/phase_roadmap.generated.tsv; generated_exports/object_register.generated.tsv	Context class field on every phase/object row plus context_class_taxonomy generated table; future database mirror schema should mirror it as phase_context_class/object_context_class.	No mathematical Pillar-A access. Planning/control surface only.	No pillar handoff rights and no release-proof rights.	phase table; object register; proof dossiers; implementation scratchpad; module-change manifest; future DB/public API schema; implementation prompts	critical-tooling-governance	20.27	yes	proof:DBR27	ToolInfrastructureObject	F3	Compact record: what exists, why it exists, owning phase, source location, and whether it may affect Lean objects. Avoid proofbook bloat.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:DBR27				
CEX0	Explorer-readiness audit ledger	Explorer schema/refactor/source-intake audit	A consolidated audit object that decides whether the current YAML plus generated Lean inventory is complete and coherent enough to support the Explorer. It includes YAML field coverage, entity completeness, edge semantics, object lifecycle/supersession coverage, neutral naming/refactor consolidation, complete IST Lean module/declaration/object scan and total Lean-declaration classification.	LEG37-LEG41, DBR27, context/significance taxonomy, repo_inventory/raw_export and user requirement that Explorer Phase 0 must precede design/implementation.	LEG37-LEG41, LEG5, DBR27, CEX10, CEX11, Master YAML, generated_exports, repo_inventory/raw_export/*.json, lean_declaration_classification_taxonomy	Not applicable; Explorer/tooling metadata only. No mathematical CNNA computation and no Lean theorem is introduced.	Y	planned after active refactor/source-intake chain; no Lean source move yet	masters/cnna_roadmap_master.yaml; repo_inventory/raw_export/*.json; generated_exports/*.tsv	Explorer readiness report and normalized source-intake/refactor/schema-audit ledger	Documentation/query/tooling layer only; no Pillar-A mathematical object access and no pillar handoff use.	No pillar handoff rights and no phase-release rights.	21.1-21.9; CEX10; CEX11; future YAML2SQL/importer/frontend work; pre-Explorer release checks	critical-before-explorer-design	21.0	active-prepared	proof:CEX0	LeanRefactorObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current Explorer-readiness gate; now explicitly includes non-destructive object lifecycle, successor/dossier-pointer audit and total Lean-declaration kind/role/triviality/documentation/lifecycle classification.	proof:CEX0				
CEX1	Explorer semantic graph schema	Explorer graph schema	Typed node/edge schema for the CNNA Explorer, including direction semantics and epistemic layers for Lean objects, YAML mirrors, SQL mirrors, generated artifacts, external references and hypotheses.	CEX0 readiness audit and the need for first-class graph edges.	CEX0, DBR27, phase/object/proof/scratchpad registers	Not applicable; Explorer/tooling metadata only. No mathematical CNNA computation and no Lean theorem is introduced.	W	planned schema object; no implementation yet	future Repository/explorer/schema/*	graph schema contract and edge taxonomy	Documentation/query/tooling layer only; no Pillar-A mathematical object access and no pillar handoff use.	No pillar handoff rights and no phase-release rights.	21.2-21.9; future frontend/query tooling	critical-explorer-schema	21.1	planned	proof:CEX1	ToolInfrastructureObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:CEX1				
CEX2	YAML2SQL/MySQL mirror contract	Explorer SQL mirror/import tooling	Deterministic one-way import contract from Master YAML/generated inventory and CI-emitted snapshot artifacts to a MySQL-compatible read-only presentation mirror. The database mirrors commit/YAML/inventory state; it is never a source of CNNA truth.	User preference for a webhosting MySQL mirror and removal of provider-specific live-database planning.	CEX0-CEX1, DBR15-DBR18, generated exports, future commit/build/snapshot manifests	Not applicable; Explorer/tooling metadata only. No mathematical CNNA computation and no Lean theorem is introduced.	W	planned database/import object; no live DB connection yet	future Repository/explorer/yaml2sql/*	MySQL-compatible DDL/import script/dry-run report with commit_sha, lean_toolchain, yaml_hash, inventory_hash and artifact_hash fields	Documentation/query/tooling layer only; no Pillar-A mathematical object access and no pillar handoff use.	No pillar handoff rights and no phase-release rights.	21.2.1-21.9; future public read-only frontend; CI/importer/deployment contracts	critical-explorer-data-layer	21.2	planned	proof:CEX2	DatabaseMirrorObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:CEX2				
CEX3	Explorer read-only API/query projection contract	Explorer API/public-view tooling	Read-only API/view contract for graph, filter, inspector, history, red-failure-history, translation and hypothesis projections over the current validated SQL snapshot, with admin/import internals hidden.	CNNA Explorer requires SQL/API projections but public access must remain read-only.	CEX1-CEX2, CEX12-CEX16, DBR18-DBR20, read-only public access policy	Not applicable; Explorer/tooling metadata only. No mathematical CNNA computation and no Lean theorem is introduced.	W	planned API/view object; no deployment yet	future Repository/explorer/api_contract/*	api.* views and query projection contract	Documentation/query/tooling layer only; no Pillar-A mathematical object access and no pillar handoff use.	No pillar handoff rights and no phase-release rights.	21.4-21.9; frontend shell, history/filter layers and public red/green CI status views	critical-explorer-api	21.3	planned	proof:CEX3	DatabaseMirrorObject	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	current	none	none	Current register row; no supersession, rename or retirement recorded at this planning snapshot.	proof:CEX3	P1.40	2026-05-12T08:18:00+02:00	planning-delta	P1.40 workflow-coherence audit: clarified no-build vs red-build states, delta-PDF closeout, red-history API/deployment dependencies, and added anti-self-sabotage workflow guardrail.
