Phase	Main goal	Source objects/dependencies	Definitions/objects	Current code modules	Target modules/objects	Proof goals	Phase status	Object link policy	Object link explanation	Child object scope	Context class	Phase documentation tier	Phase documentation depth requirement	Change version	Change timestamp	Change class	Change note
21	CNNA Explorer main block: visual SQL/YAML-driven research interface and later Universe Explorer trajectory	SLTG-06; 20.15-20.20; DBR15-DBR20; DBR27; LEG37-LEG41; Single YAML master; generated exports; repo_inventory/raw_export; CEX11 total Lean declaration classification policy	CEX0-CEX11 plus CEX12-CEX16 automation-control objects CNNA Explorer audit/classification/schema/import/API/UI/filter/history/hypothesis/lab/deployment objects	Repository/masters/cnna_roadmap_master.yaml; Repository/generated_exports/*.tsv; Repository/repo_inventory/raw_export/*.json; future database/frontend artifacts	CNNA Explorer generated-secondary sidechain; no Lean modules; no provider-specific lock-in; future cnna-project.net visual interface	Umbrella block only. The Explorer may visualize and query Lean/YAML-derived metadata, but it must not become a truth source or bypass expert review. The block may not proceed to schema/UI/import design unless Phase 21.0 closes total Lean-declaration classification or records explicit upstream blockers.	W	scope_only	umbrella block; child phases own direct CEX objects	CEX0-CEX16	ToolInfrastructurePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	P1.39	2026-05-12T07:55:00+02:00	planning-delta	P1.39 timestamp-bounded delta record: CI red-path visibility plus delta-PDF output policy.
21.0	Explorer Phase 0: YAML completeness/coherence, total Lean-declaration classification, object-lifecycle semantics, neutral naming/refactor consolidation and full IST Lean-object scan	LEG5; LEG37-LEG41; DBR27; CEX10; CEX11; lean_declaration_classification_taxonomy; context_class_taxonomy; object_significance_taxonomy; object lifecycle fields; repo_inventory/raw_export; generated_exports; Master YAML phase/object/proof/scratchpad registers	CEX0 Explorer-readiness audit ledger, CEX10 Object lifecycle/provenance ledger and CEX11 Total Lean-declaration classification ledger: entity/field coverage, edge semantics, status/class/lifecycle coherence, neutral naming map, non-destructive patch/rename/delete rules, refactor/readiness consolidation, and total current Lean module/declaration/object classification by kind, semantic role, triviality tier, documentation policy, public-surface status, lifecycle state and owner bucket	masters/cnna_roadmap_master.yaml; repo_inventory/raw_export/*.json; generated_exports/*.tsv; scripts/build_export_script_v1.8.py; scripts/generate_tables.py	Explorer readiness report; YAML completeness matrix; coherence matrix; missing/ambiguous field register; edge semantics register; object lifecycle/supersession ledger; neutral name/refactor map; complete IST Lean-object/declaration intake ledger; total Lean declaration classification TSV/schema with override register and unresolved/manual-review blocker list	Before SQL/frontend design, prove that the available YAML/inventory data can support typed nodes, typed edges, non-destructive object lifecycle history, successor/current-dossier pointers, history, filters, inspector panels and strict Lean/YAML/SQL/reference/hypothesis separation. Existing refactor/renaming/source-intake work is consolidated here instead of duplicated. Closure additionally requires every current Lean declaration to have exactly one syntactic declaration kind, semantic role, triviality tier, significance/documentation policy, lifecycle state, public-surface status and owning CNNA object or explicit non-object bucket. Heuristic labels may only be candidates; manual curated override must be available, especially for rfl/projection declarations that carry boundary/handoff/fundamental semantics.	O	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		LeanRefactorPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
21.1	CNNA Explorer semantic graph schema: typed nodes, first-class edges and epistemic layer model	21.0; CEX0; DBR27; context/significance taxonomies; phase/object/proof/scratchpad registers; CEX11	CEX1 semantic graph schema with node kinds, edge kinds, direction semantics, epistemic classes and inspector field contracts	masters/cnna_roadmap_master.yaml; future Repository/explorer/schema/*	Explorer graph schema YAML/JSON/SQL contract; edge taxonomy; node taxonomy; inspector-card field map	Design is accepted only if derivation, import, handoff, consumer, reference, generated-view and hypothesis edges remain distinct and queryable.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ToolInfrastructurePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
21.2	YAML2SQL/MySQL-compatible mirror contract and deterministic importer design, including CI-produced green snapshots and visible red failure-history snapshots	21.0-21.1; CEX0-CEX1; DBR15-DBR18; generated_exports; db snapshot/checksum model; CEX11; future GitHub commit/build metadata	CEX2 plus CEX12-CEX16: SQL schema/import contract, GitHub backup automation, CI snapshot artifacts, Webhosting-local importer, CI phase-state controller and red-build failure visibility channel.	masters/cnna_roadmap_master.yaml; generated_exports/*.tsv; repo_inventory/raw_export/*.json; future Repository/explorer/yaml2sql/*	MySQL-compatible DDL; import script spec; snapshot_id/yaml_hash/source_zip/commit_sha/lean_toolchain/artifact_hash fields; dry-run validation report; no manual DB truth edits; staging/current snapshot separation	The mirror contract must separate source truth from public presentation. Green builds may update the production/current read-only mirror only through validated staging/import/swap. Red builds must be visible as read-only failure/history artifacts and repair-phase records, but they must not merge, deploy as current, or overwrite the last green production snapshot.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase	CEX2, CEX12-CEX16	DatabaseMirrorPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	P1.39	2026-05-12T07:55:00+02:00	planning-delta	P1.39 timestamp-bounded delta record: CI red-path visibility plus delta-PDF output policy.
21.2.1	GitHub repository automation safety contract: backup tag/branch, work branch, PR gate and CI status discipline	21.0-21.2; CEX0-CEX2; repository default branch; future GitHub App/API permissions; branch-protection policy	CEX12 GitHub repository automation contract: assistant/tooling work uses backup tag/branch before mutation, then work branch, PR, CI check and controlled merge/deploy; direct main writes are forbidden except explicit emergency maintenance.	future .github/workflows/*; future Repository/scripts/ci/*; Git branch/tag policy documentation; masters/cnna_roadmap_master.yaml	backup/<timestamp>-<sha> or snapshot/<timestamp>-<sha> naming rule; work/<phase> branch rule; PR template/checklist; branch protection/required checks specification; commit-sha manifest fields	Before any automated repository mutation, the current default-branch commit is recoverable through a backup tag/branch. Normal changes occur on a work branch and enter main only through PR/green CI or an explicitly documented override.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ToolInfrastructurePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
21.2.2	GitHub Actions Lean-build and snapshot-artifact pipeline contract	21.2.1; CEX12; lean-toolchain; lake-manifest; generated_exports; repo_inventory/raw_export; root README workflow	CEX13 CI snapshot pipeline, feeding CEX15 phase-state transitions: on push/PR or manual dispatch, run the pinned Lean/Lake build and audit scripts, then emit versioned YAML/JSON/TSV/SQL/manifest artifacts only after checks succeed.	future .github/workflows/cnna-ci.yml; future Repository/scripts/ci/*; existing Repository/scripts/generate_tables.py; existing Repository/scripts/build_export_script_v1.8.py	GitHub Actions workflow; pinned Lean 4.28.0 setup; lake build step; sorry/axiom/import/inventory checks; artifact upload; snapshot_manifest.json with commit_sha/toolchain/yaml_hash/inventory_hash	A green CI run means the repository builds under the pinned toolchain and the declared scans/artifacts succeeded. It must not be documented as semantic infallibility. Failed CI blocks automatic deployment/import and hands the run evidence to the CEX15 phase-state controller.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ToolInfrastructurePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
21.2.3	Webhosting-local MySQL staging importer, read-only mirror swap and rollback contract	21.2-21.2.2; CEX2; CEX12-CEX13; MySQL-compatible schema; Webhosting constraints; backup storage policy	CEX14 Webhosting/MySQL import contract: CI deploys generated snapshot payloads to Webhosting, the server imports locally into staging tables, validates row/hash/provenance coverage, then atomically swaps the current read-only mirror and preserves rollback data.	future Webhosting importer script; future SQL migrations; future Repository/explorer/yaml2sql/*; future deployment manifest	staging/current table model; least-privilege DB users; importer secret outside browser/repo plaintext; mysqldump or snapshot export before import; validation report; rollback procedure; local archive instructions	Production/current MySQL data changes only via validated generated snapshots. Public access is read-only. A failed import leaves the previous current snapshot active. Every deployed snapshot has a backup and an offline/archive path. No red Lean CI run may reach this importer.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		DatabaseMirrorPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
21.2.4	CI build-result phase-state controller: red build creates visible failure snapshot and upstream repair phase; green build closes active phase and advances the cursor	21.2.1-21.2.3; CEX12-CEX14; active phase cursor; phase/object/proof/scratchpad registers; GitHub Actions run conclusion; workflow artifacts/logs; last green commit and backup ref; red-build visibility channel CEX16 as downstream publication target	CEX15 CI phase-state transition controller: red Lean CI marks the attempted active phase R, stores failure evidence, emits a visible read-only failure snapshot/history entry, and creates/activates a predecessor repair phase at the natural source layer; green Lean CI closes the active phase G and selects the next dependency-complete active phase.	future .github/workflows/cnna-ci.yml; future .github/workflows/cnna-phase-controller.yml; future Repository/scripts/ci/phase_state_controller.*; masters/cnna_roadmap_master.yaml	CEX15; deterministic phase-status transition script; generated repair-phase stub schema; green-closeout cursor-advance manifest; red-build failure ledger; red failure snapshot emission contract consumed by CEX16	The controller must have exactly two normal exits. Red path: no merge and no production/current deploy/import, attempted phase status becomes R, failure logs/artifacts are recorded, a visible read-only failure snapshot/history entry is emitted, and a predecessor repair phase with object-link policy, dependencies, scratchpad and proof-dossier stubs is generated at the earliest natural source layer that can repair the missing structure. Green path: only after Lean build and declared scans/artifacts succeed, the active phase may become G, linked implementation/dossier evidence is closed, and exactly one next phase with satisfied dependencies becomes active. The controller may not silently patch a consumer or treat CI green as semantic infallibility.	W	direct	phase owns direct registered object CEX15 through object.Phase == phase.Phase	CEX15	ToolInfrastructurePhase	F1	Extended dossier: state machine definition, source registers, red/green transition invariants, generated repair-phase schema, closeout evidence, rollback/no-deploy guarantees and semantic uncertainty.	P1.39	2026-05-12T07:55:00+02:00	planning-delta	P1.39 timestamp-bounded delta record: CI red-path visibility plus delta-PDF output policy.
21.2.5	Red-build failure visibility and repair-phase publication channel for Webhosting/MySQL/Explorer history	21.2.1-21.2.4; CEX12-CEX15; GitHub Actions red-run logs/artifacts; generated repair-phase YAML patch; phase_state_transition_manifest.json; last green production snapshot; Explorer/API history schema	CEX16 Red-build visibility snapshot contract: failed Lean/scan runs produce a public/read-only failure-history artifact that displays the red attempted phase, failure evidence, generated predecessor repair phase and no-production-current-update status without replacing the last green mirror.	future Repository/scripts/ci/red_failure_snapshot.*; future Repository/explorer/api/build_history.*; future MySQL history tables/views; future .github/workflows/cnna-phase-controller.yml; masters/cnna_roadmap_master.yaml	CEX16; red_failure_snapshot.json; ci_failure_history table/view; repair_phase_link table/view; Explorer failure badge/history panel; no-current-swap invariant	A red build must be externally visible to reviewers just like the generated predecessor repair phase. Visibility is through an immutable/read-only failure history snapshot carrying commit SHA, run ID, phase ID, failed jobs, relevant log/artifact pointers, generated repair-phase ID and rollback/no-current-update evidence. This artifact may be public/read-only but must be separated from green production/current data and must never be interpreted as a successful CNNA snapshot.	W	direct	phase owns direct registered object CEX16 through object.Phase == phase.Phase	CEX16	DatabaseMirrorPhase	F1	Extended dossier: failure-snapshot schema, CI evidence fields, repair-phase linkage, read-only publication boundary, current-green snapshot separation, rollback semantics and semantic uncertainty.	P1.39	2026-05-12T07:55:00+02:00	planning-delta	P1.39 timestamp-bounded delta record: CI red-path visibility plus delta-PDF output policy.
21.3	Read-only Explorer API/query projections for graph, filters, inspector panels and history	21.1-21.2.5; CEX1-CEX2; CEX12-CEX16; DBR18-DBR20; public read-only access policy; CEX11	CEX3 API/view contract exposing only read-only graph, object, phase, module, edge, history, translation, hypothesis and red-failure-history projections; consumes CEX15 closeout/failure-state projections and CEX16 red-failure snapshots as read-only history metadata	future SQL mirror schema; future Webhosting read-only API/PHP endpoints or static JSON endpoints; future Repository/explorer/api_contract/*	api.* view definitions; query projection contracts; no-public-write validation checklist; public SELECT/API user; hidden importer/admin internals; frontend data examples	API views must expose enough data for the Explorer while hiding admin/import internals and preserving snapshot/provenance references on every row. Public users get read/query rights only; importer credentials are never exposed to browser, chat, repository plaintext or public API. Red failure-history rows from CEX16 must be separated from green current rows and linked to repair phases.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		DatabaseMirrorPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	P1.40	2026-05-12T08:18:00+02:00	planning-delta	P1.40 workflow-coherence audit: clarified no-build vs red-build states, delta-PDF closeout, red-history API/deployment dependencies, and added anti-self-sabotage workflow guardrail.
21.4	Dark CNNA Explorer UI shell with Pillar hubs and star-map graph navigation	21.1-21.3; CEX1-CEX4; CEX12-CEX15; Pillar/context taxonomy; module graph figures; generated query projections	CEX4 dark start page and Pillar-hub graph shell: CNNA root, Pillar hubs, controlled expansion and non-overloaded visual semantics	future Repository/explorer/frontend/*; generated_exports; future api graph endpoints	Dark UI prototype; Pillar hub layout; graph-depth controls; status aura/ring rules; no-detail-overload interaction policy	The UI must reveal structure progressively. It may not present a huge undifferentiated graph or visually equate hypotheses, SQL rows, generated artifacts and Lean-derived objects. It must visibly display snapshot/build provenance for database-backed data.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ToolInfrastructurePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
21.5	Right-side inspector, explanatory menus and multilingual description surfaces	21.1-21.4; CEX1-CEX5; CEX12-CEX15; object/proof/scratchpad registers; context docs; translation-readiness audit from 21.0; CEX11	CEX5 inspector/menu/i18n contract for Pillars, phases, objects, modules, declarations, edges, proof dossiers and explanatory onboarding texts	future Repository/explorer/frontend/*; future localized_text data; generated context docs	Inspector card templates; menu/onboarding content schema; locale separation for UI/descriptions while preserving Lean identifiers and module paths unchanged	Translated UI/descriptions may explain but never rename code identifiers, object IDs or theorem/module names. Inspector cards must display epistemic class, commit/build/snapshot provenance and truth-boundary status first.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ToolInfrastructurePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
21.6	Explorer filter/projection engine for contexts, themes, phases, objects, modules, statuses and edge semantics	21.1-21.5; CEX1-CEX5; semantic graph schema; API query projections; context/significance taxonomy; CEX11	CEX6 projection engine: view modes for Universe/Pillars/Phases/Objects/Modules/Handoffs/History/Hypotheses plus composable filters	future Repository/explorer/frontend/*; future api query endpoints	Filter model; depth controls; saved projection schema; semantic edge toggles; bright/interface/dark selection metadata as non-ontic UI projection	Filters must be semantic, not just visual. Import-dependency, derivation, handoff and reference views must stay selectable and separable.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ToolInfrastructurePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
21.7	History timeline and hypothesis/prediction lifecycle tracking	21.0-21.6; CEX0-CEX6; snapshot/checksum model; edge semantics; external-reference and proof-dossier registers; CEX11	CEX7 history/hypothesis layer: snapshot diffs, status changes, node/edge changes, prediction/validation/falsification lifecycle and review evidence links	future SQL snapshot tables; future Repository/explorer/history/*	Timeline UI contract; hypothesis node/edge schema; validation/falsification event model; change-diff views by snapshot_id	Hypotheses and planned structures may appear in the graph only as explicitly marked non-derived objects with lifecycle fields and review status.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ToolInfrastructurePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
21.8	Future lab boundary: bright/interface/dark projections, matrices, approximants and simulation displays	21.0-21.7; CEX0-CEX7; ExecComplex/computable-path fields; DtN/Schur/matrix object registers; generated executable witnesses where present	CEX8 lab-boundary contract for later Matrix/Approximant/Bright-Interface-Dark displays without claiming visual simulations as Lean truth	future Repository/explorer/labs/*; existing generated object/proof/computable-path metadata	Lab-readiness schema; source-data requirement checklist; visual approximation disclaimer contract; matrix-entry provenance display policy	No matrix, approximation or split simulation may be rendered as CNNA truth unless its source object, computation path, epistemic class and snapshot provenance are explicit.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		ToolInfrastructurePhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.				
21.9	CNNA Explorer deployment/release hardening, GitHub/Webhosting automation closure and Universe Explorer roadmap	21.0-21.8; 21.2.1-21.2.5; CEX0-CEX8; CEX12-CEX16; read-only API policy; frontend build artifacts; generated docs; public hosting requirements; backup/rollback protocol	CEX9 deployment/release contract for cnna-project.net Explorer package plus long-term Universe Explorer extension backlog, explicitly consuming PR-gated CI snapshots, Webhosting-local MySQL imports, backup/rollback manifests, CEX15 red/green phase-state transition manifests and CEX16 visible red-failure-history snapshots.	future Repository/explorer/*; future .github/workflows/*; future public hosting config/importer; generated docs/release reports	Static/dynamic deployment checklist; read-only credential policy; build artifact manifest; backup tag/branch/release artifact manifest; Webhosting importer checklist; Universe Explorer backlog grouped by proven source layer	A public release may close only if it is read-only for public users, reproducibly tied to a Git commit, Lean toolchain, YAML/inventory snapshot and clear about Lean/YAML/SQL/frontend truth boundaries. Rollback and local archival instructions must exist before production automation is accepted. Release hardening must include a tested red-build path that does not merge/current-deploy, publishes failure history and creates a repair predecessor, plus a green-build path that advances exactly one active cursor.	W	direct	phase owns direct registered object(s) through object.Phase == phase.Phase		GeneratedArtifactPhase	F1	Extended dossier: definition, source chain, main lemmas/proof obligations, dependency risks, and downstream consumers. Enough detail for later implementation without re-reading chat history.	P1.40	2026-05-12T08:18:00+02:00	planning-delta	P1.40 workflow-coherence audit: clarified no-build vs red-build states, delta-PDF closeout, red-history API/deployment dependencies, and added anti-self-sabotage workflow guardrail.
13.8	Modular B complement-net core chain 6a-6f	13.1-13.7; original roadmap chain sheet for modular B core; A->B bright/interface handoff; complement-net locality prerequisite	ComplementLocalNet; ComplementStateNet; ComplementGNS; SeparatingProperty; TomitaTakesakiData; ModularConjugation; ComplementKMS; ComplementSpectrumCondition; BisognanoWichmannSeed	Existing broad B phases 13.3-13.6; no current neutral CNNA module claim yet	CNNA/PillarB/AQFT/ComplementLocalNet.lean; ComplementStateNet.lean; ComplementGNS.lean; SeparatingProperty.lean; TomitaTakesakiData.lean; ModularConjugation.lean; ComplementKMS.lean; ComplementSpectrumCondition.lean; BisognanoWichmannSeed.lean	Close the representation chain ComplementGNS -> SeparatingProperty -> TomitaTakesakiData/ModularConjugation -> ComplementKMS -> ComplementSpectrumCondition before BW/CPT/spin-statistics/Kramers readings. Bright-only recovery is insufficient for a full-derived QFT face.	R	direct			LeanDerivationPhase	F0	Full dossier required before promotion or consumption: definition, natural provenance, exact source objects, proof target, proof sketch, verification/audit, consumer rights, and semantic uncertainty.				
13.9	Nuclearity, DHR/DR and field-algebra reconstruction extension above the modular B core	13.8; Haag-Kastler/quasilocal basis; split-property target; original roadmap 6g-6i extension	NuclearitySeed; Nuclearity gate; DHRSectorsSeed; FieldAlgebraReconstructionSeed; ChargeStatisticsCoherence	Existing B05 SplitPropertyProfile and comparison gates; no DHR/DR object closure yet	CNNA/AQFT/NuclearitySeed.lean; CNNA/Gates/Nuclearity.lean; CNNA/AQFT/DHRSectorsSeed.lean; CNNA/AQFT/FieldAlgebraReconstructionSeed.lean; CNNA/Gates/ChargeStatisticsCoherence.lean	Add phase-space/nuclearity control beyond split property and route superselection/charge/gauge reconstruction to a late B/early E bridge without importing DHR/DR as axioms.	R	direct			LeanDerivationPhase	F0	Full dossier required before promotion or consumption: definition, natural provenance, exact source objects, proof target, proof sketch, verification/audit, consumer rights, and semantic uncertainty.				
15.5	ParameterClosure PC-a-PC-d bridge between C backreaction and D geometry	14.1-14.5; 17.2; original roadmap Parameter-Closure chain sheet; spectral/entropy/channel selectors	BranchingWitness; UVSpectralSelector; BranchingSelector; BackreactionSelector; ParameterClosure; HorizonLevel; BackreactionFixedPoint; RegularizationClosure	Broad C/D/backreaction phases only; primitive b/Lmax/beta and regularizers are not yet closed derived-only objects	CNNA/PillarC/ParameterClosure/*.lean; CNNA/PillarD/ParameterClosureBridge.lean; CNNA/Gates/ParameterClosure.lean	Replace primitive branching, L_max, beta and numerical regularizers by derived selectors, horizon/fixed-point data or explicitly marked residual variables before AS/NCG/window language is allowed.	R	direct			LeanDerivationPhase	F0	Full dossier required before promotion or consumption: definition, natural provenance, exact source objects, proof target, proof sketch, verification/audit, consumer rights, and semantic uncertainty.				
15.6	D minimal LCQFT/Hadamard/Wick/renormalized local-dynamics gate chain	15.1-15.5; 13.8-13.9 for B modular/field-theory prerequisites; original roadmap D minimal file tree	DerivedSpacetime; InterfaceCausality; LocalCovariance; RelativeCauchyEvolutionSeed; DynamicalLocality; HadamardStateSeed; MicrolocalSpectrumGate; LocalWickPolynomialsSeed; DerivedStressTensorSeed; EntanglementEquilibriumSeed; EinsteinLimitSeed; SpectralTripleSeed/DiracOperatorSeed/RealStructureSeed/SpectralActionSeed as late comparison route	Existing D00-D03 broad roadmap only	CNNA/PillarD/DerivedSpacetime.lean; InterfaceCausality.lean; LocalCovariance.lean; RelativeCauchyEvolutionSeed.lean; HadamardStateSeed.lean; MicrolocalSpectrumGate.lean; LocalWickPolynomialsSeed.lean; DerivedStressTensorSeed.lean; EntanglementEquilibriumSeed.lean; EinsteinLimitSeed.lean; SpectralTripleSeed.lean	Stage D so causal/local-covariant structure and microlocal/Hadamard/Wick admissibility precede renormalized stress tensor, entanglement/Einstein-limit and any NCG/spectral-action comparison.	R	direct			LeanDerivationPhase	F0	Full dossier required before promotion or consumption: definition, natural provenance, exact source objects, proof target, proof sketch, verification/audit, consumer rights, and semantic uncertainty.				
16.5	D/E bridge and Feynman matter audit: no matter from time reversal alone	13.8-13.9; 15.6; original roadmap Feynman audit and D/E bridge chain sheet	PTBridgeSeed; CPTGate; StatisticsGate; KramersGate; DHRSectorsSeed; FieldAlgebraReconstructionSeed; ChargeStatisticsCoherence; MatterAuditFeynmanGate	Existing E00-E03 broad matter/phenomenology phases; existing time-reversal comparison material is not a matter derivation	CNNA/Gates/CPT.lean; CNNA/Gates/Statistics.lean; CNNA/Gates/Kramers.lean; CNNA/PillarE/MatterAuditFeynmanGate.lean; CNNA/AQFT/FieldAlgebraReconstructionSeed.lean	Make positive energy, antiparticle/charge dictionary, PT/CPT relation, spinor representation, CAR/Fock/statistics signs and charge-statistics coherence explicit gates before E matter labels are promoted. Time reversal alone is not matter; GlobalStateCone is not causal light cone.	R	direct			LeanDerivationPhase	F0	Full dossier required before promotion or consumption: definition, natural provenance, exact source objects, proof target, proof sketch, verification/audit, consumer rights, and semantic uncertainty.				
16.6	Late particle, scattering and infrared horizon layer	16.5; ComplementSpectrumCondition; ChargeReconstructionTheorem; original roadmap late horizon layer	ClusterDecompositionSeed; HaagRuelleSeed; ParticleInterpretationWindow; InfraredChargeClassSeed	No current core blocker; only one broad scattering mention existed in the plan	CNNA/AQFT/ClusterDecompositionSeed.lean; HaagRuelleSeed.lean; ParticleInterpretationWindow.lean; InfraredChargeClassSeed.lean	Keep particle/scattering/IR physics visible as late horizon windows after charge reconstruction and spectral control, especially for long-range/QED-like charges, without making them immediate CNNA-core blockers.	W	direct			ReferenceGatePhase	F1	Extended dossier required: canonical source, dependency order, planned proof/validation obligations, review risks, and explicit distinction between reference target and CNNA-derived data.				
22	Original Roadmap v0.0605 integration and delta-audit block	uploaded CNNA_Roadmap_v0605_revised_v38_reviewfix_umlaute.tex; current V1.33 YAML/tool state	roadmap source hierarchy; definitions/notation catalog; migration law; de-seeding/regression/rollback; chain sheets; meta-audit markers; context/register alignment	legacy Roadmap TeX only; current YAML object/phase/register state	YAML cross-check rows, roadmap integration ledgers, future source-map and gate phases	Integrate important original-roadmap content as reference/migration obligations while keeping Lean code, YAML mirror and roadmap prose epistemically separated.	W	scope_only	umbrella roadmap-integration block; child phases own the registered roadmap ledgers	RDV0, RDV1, RDV2, RDV3, RDV4, RDV5, RDV6; B07-B08, PC00, D04-D05, E04-E05	DocumentationPhase	F1	Extended dossier required: canonical source, dependency order, planned proof/validation obligations, review risks, and explicit distinction between reference target and CNNA-derived data.				
22.0	Roadmap source hierarchy, maturity and canonical definition/notation audit	22; roadmap sections Dokumenttyp/Quellenhierarchie/Definitionskatalog/Notationspflicht/Register	source hierarchy; maturity mapping; one canonical object per row; primary readable form; exact Lean binding; notation target module/scope; alias-register separation	Current object register, notation split phases and total declaration classification gate	RDV0; CEX11; LEG37; notation/readability audit reports	Ensure the original roadmap definition/notation rules become total YAML/Explorer constraints: registers may not create new objects and every non-meta form must point to a canonical object.	W	direct			ReferenceGatePhase	F1	Extended dossier required: canonical source, dependency order, planned proof/validation obligations, review risks, and explicit distinction between reference target and CNNA-derived data.				
22.1	Roadmap migration-disposition ledger: direct port, semantic rewrite, bright-special-case and late seed	22; roadmap migration law and extended module matrix	MigrationDispositionLedger; direct_port; semantic_rewrite; bright_special_case; late_seed_or_diagnostic; de-centered BoundaryMatrix path	Existing Phase 1 refactor plan, Phase 3/4 BoundaryOperator path, Phase 18 side-comparisons	RDV1 plus migration-disposition fields for module/object scan	Every legacy module/object must be classified before reuse: direct port, semantic rewrite, bright-special-case regression oracle, or late seed/diagnostic. Boundary-first artifacts cannot become architecture center.	W	direct			ReferenceGatePhase	F1	Extended dossier required: canonical source, dependency order, planned proof/validation obligations, review risks, and explicit distinction between reference target and CNNA-derived data.				
22.2	Roadmap de-seeding, old-path regression, immediate readability and rollback workflow integration	22; roadmap operative rules for De-seeding, Regression gegen den Altpfad, Benennungsregel/Immediate Readability, repo infrastructure and rollback	SourceMap; DerivedOnlyGate; notation binding; old-path regression oracle; importgraph cycle test; rollback snapshot	Existing lifecycle workflows, no phase-semantic names guardrails, object lifecycle rows	RDV2; workflow_policy; global_no_go_guardrails	No Seed/Scaffold/Window module may lose its suffix unless source map, removal of free primitive data, derived-only gate and notation/readability binding are all present; old paths stay as regression oracles and rollback evidence.	W	direct			ReferenceGatePhase	F1	Extended dossier required: canonical source, dependency order, planned proof/validation obligations, review risks, and explicit distinction between reference target and CNNA-derived data.				
22.3	Roadmap modular B core and physical-completeness gate sheet consolidation	22; roadmap Unterpfad 6a-6i, modular B chain sheet and B-gates/meta subsystem	Complement modular chain; Nuclearity/DHR/DR extension; explicit gates for separating, Tomita, modular conjugation, spectrum condition, nuclearity, DHR, field algebra and charge-statistics coherence	13.8; 13.9; B07; B08	RDV3 plus B07/B08	Keep all B modular and physical-completeness gates visible as source-map obligations; prevent shortcuts from GNS/KMS directly to CPT/Kramers or from split property directly to DHR/DR.	W	direct			ReferenceGatePhase	F1	Extended dossier required: canonical source, dependency order, planned proof/validation obligations, review risks, and explicit distinction between reference target and CNNA-derived data.				
22.4	Roadmap ParameterClosure and rest-parameter de-primitive audit	22; roadmap PC-a-PC-d chain and additional gates for b/Lmax/beta/regularizers	BranchingWitness; UVSpectralSelector; BranchingSelector; BackreactionSelector; ParameterClosure; HorizonLevel; EffectiveLambda; BackreactionFixedPoint; RegularizationClosure	15.5; PC00; existing C/D/backreaction phases	RDV4 plus PC00	Ensure the plan records that b, L_max, beta and numerical regularizers cannot silently remain primitive exports once the derived-only closure path claims maturity.	W	direct			ReferenceGatePhase	F1	Extended dossier required: canonical source, dependency order, planned proof/validation obligations, review risks, and explicit distinction between reference target and CNNA-derived data.				
