Module	Path	Group	Consumption class	Classification evidence	Imported-by count	Reference consumer count	Reference consumer sample	Public promotion gate
CNNA.PillarA.Sectors.BranchingSelector	CNNA/PillarA/Sectors/BranchingSelector.lean	PillarA/Sectors	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	5	CNNA.PillarA.Closure.ParameterClosure; CNNA.PillarA.Sectors.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Sectors.BranchingWitness	CNNA/PillarA/Sectors/BranchingWitness.lean	PillarA/Sectors	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	4	CNNA.PillarA.Sectors.SelectedBranching	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Sectors.BuildAll	CNNA/PillarA/Sectors/BuildAll.lean	PillarA/Sectors	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Sectors.ComplementSectorFamily	CNNA/PillarA/Sectors/ComplementSectorFamily.lean	PillarA/Sectors	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	6	CNNA.PillarA.Sectors.SectorSplit	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Sectors.Notation	CNNA/PillarA/Sectors/Notation.lean	PillarA/Sectors	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Sectors.SectorSplit	CNNA/PillarA/Sectors/SectorSplit.lean	PillarA/Sectors	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	4	31	CNNA.PillarA.Coupling.GeneralizedDtN; CNNA.PillarA.Network.RegionNet; CNNA.PillarA.Sectors.BranchingWitness	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Sectors.SelectedBranching	CNNA/PillarA/Sectors/SelectedBranching.lean	PillarA/Sectors	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	3	CNNA.PillarA.Sectors.UVSpectralSelector	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Sectors.UVSpectralSelector	CNNA/PillarA/Sectors/UVSpectralSelector.lean	PillarA/Sectors	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	7	CNNA.PillarA.Sectors.BranchingSelector	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.BuildAll	CNNA/PillarA/Structural/BuildAll.lean	PillarA/Structural	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.BuildAll	CNNA/PillarA/Structural/CayleyDickson/BuildAll.lean	PillarA/Structural	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6AdditionalFinding	CNNA/PillarA/Structural/CayleyDickson/S6AdditionalFinding.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	4	CNNA.PillarA.Structural.CayleyDickson.S6StatusLayer	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6AlternativeLawScaffold	CNNA/PillarA/Structural/CayleyDickson/S6AlternativeLawScaffold.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	14	CNNA.PillarA.Structural.CayleyDickson.S6DivisionUpgrade; CNNA.PillarA.Structural.CayleyDickson.S6FullAlternativeLawBoundary	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CanonicalDivisionFromNormSq	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalDivisionFromNormSq.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	1	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqBlockSystem	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CanonicalIdealAlgebraizationPath	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalIdealAlgebraizationPath.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	7	CNNA.PillarA.Structural.CayleyDickson.S6DivisionConclusionScaffold	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqBlockSystem	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalNormSqBlockSystem.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	7	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqSimultaneousSystem	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalNormSqCandidate.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	6	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqDefined	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqDefined	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalNormSqDefined.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	4	79	CNNA.PillarA.Arithmetic.CayleyDickson.ArithmeticCDBridge; CNNA.PillarA.Structural.CayleyDickson.S6CanonicalDivisionFromNormSq; CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqReduction	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqReduction	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalNormSqReduction.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	9	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqBlockSystem	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqSimultaneousSystem	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalNormSqSimultaneousSystem.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductSurfaceCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductSurfaceCandidate.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	78	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate; CNNA.PillarA.Structural.CayleyDickson.S6CanonicalStar	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CanonicalScalarPart	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalScalarPart.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	10	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqDefined	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CanonicalStar	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalStar.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	10	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalScalarPart	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6CayleyDicksonIdentification	CNNA/PillarA/Structural/CayleyDickson/S6CayleyDicksonIdentification.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	21	CNNA.PillarA.Structural.CayleyDickson.S6AlternativeLawScaffold; CNNA.PillarA.Structural.CayleyDickson.S6NormUpgrade	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6ConcreteSeeds	CNNA/PillarA/Structural/CayleyDickson/S6ConcreteSeeds.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	10	CNNA.PillarA.Structural.CayleyDickson.S6RoleCompositionSeed	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6DivisionConclusionDecomposition	CNNA/PillarA/Structural/CayleyDickson/S6DivisionConclusionDecomposition.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	8	CNNA.PillarA.Structural.CayleyDickson.S6Slot2NormSqMultiplicativity; CNNA.PillarA.Structural.CayleyDickson.S6Slot3DivisionFromNormSqLogic	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6DivisionConclusionScaffold	CNNA/PillarA/Structural/CayleyDickson/S6DivisionConclusionScaffold.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	8	CNNA.PillarA.Structural.CayleyDickson.S6PhaseICompactClosure	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6DivisionUpgrade	CNNA/PillarA/Structural/CayleyDickson/S6DivisionUpgrade.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	24	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalIdealAlgebraizationPath; CNNA.PillarA.Structural.CayleyDickson.S6NormMultiplicativityScaffold	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6FullAlternativeLawBoundary	CNNA/PillarA/Structural/CayleyDickson/S6FullAlternativeLawBoundary.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	2	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductSurfaceCandidate	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6HurwitzStopSeed	CNNA/PillarA/Structural/CayleyDickson/S6HurwitzStopSeed.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	32	CNNA.PillarA.Structural.CayleyDickson.S6ProofDutyGroups; CNNA.PillarA.Structural.CayleyDickson.S6ResearchSchema	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6NormDefinitenessScaffold	CNNA/PillarA/Structural/CayleyDickson/S6NormDefinitenessScaffold.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	8	CNNA.PillarA.Structural.CayleyDickson.S6NormMultiplicativityScaffold	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6NormMultiplicativityScaffold	CNNA/PillarA/Structural/CayleyDickson/S6NormMultiplicativityScaffold.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	16	CNNA.PillarA.Structural.CayleyDickson.S6DivisionConclusionScaffold	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6NormUpgrade	CNNA/PillarA/Structural/CayleyDickson/S6NormUpgrade.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	25	CNNA.PillarA.Structural.CayleyDickson.S6DivisionUpgrade; CNNA.PillarA.Structural.CayleyDickson.S6NormDefinitenessScaffold	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6OctonionicSeed	CNNA/PillarA/Structural/CayleyDickson/S6OctonionicSeed.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	3	CNNA.PillarA.Structural.CayleyDickson.S6HurwitzStopSeed	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6PhaseICompactClosure	CNNA/PillarA/Structural/CayleyDickson/S6PhaseICompactClosure.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	2	CNNA.PillarA.Structural.CayleyDickson.S6DivisionConclusionDecomposition	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6ProofDutyGroups	CNNA/PillarA/Structural/CayleyDickson/S6ProofDutyGroups.lean	PillarA/Structural	proof-bridge	module name carries certificate/proof/bridge/identity role	3	10	CNNA.PillarA.Handoff.CayleyDicksonAdapter; CNNA.PillarA.Structural.CayleyDickson.S6ResearchReadinessBridge	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6QuaternionicSeed	CNNA/PillarA/Structural/CayleyDickson/S6QuaternionicSeed.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	28	CNNA.PillarA.Arithmetic.Convergence.QuaternionRamanujanInterface; CNNA.PillarA.Structural.CayleyDickson.S6OctonionicSeed	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6ResearchReadinessBridge	CNNA/PillarA/Structural/CayleyDickson/S6ResearchReadinessBridge.lean	PillarA/Structural	proof-bridge	module name carries certificate/proof/bridge/identity role	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6ResearchSchema	CNNA/PillarA/Structural/CayleyDickson/S6ResearchSchema.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	17	CNNA.PillarA.Structural.CayleyDickson.S6CayleyDicksonIdentification; CNNA.PillarA.Structural.CayleyDickson.S6ResearchReadinessBridge	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6RoleCompositionSeed	CNNA/PillarA/Structural/CayleyDickson/S6RoleCompositionSeed.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	24	CNNA.PillarA.Structural.CayleyDickson.S6QuaternionicSeed	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw	CNNA/PillarA/Structural/CayleyDickson/S6Slot1AlternativeLaw.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6Slot2NormSqMultiplicativity	CNNA/PillarA/Structural/CayleyDickson/S6Slot2NormSqMultiplicativity.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	8	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot3DivisionFromNormSqLogic	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6Slot3DivisionFromNormSqLogic	CNNA/PillarA/Structural/CayleyDickson/S6Slot3DivisionFromNormSqLogic.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	7	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalDivisionFromNormSq	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.S6StatusLayer	CNNA/PillarA/Structural/CayleyDickson/S6StatusLayer.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	4	CNNA.PillarA.Handoff.CayleyDicksonAdapter; CNNA.PillarA.Structural.CayleyDickson.S6ConcreteSeeds	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Structural.CayleyDickson.Source	CNNA/PillarA/Structural/CayleyDickson/Source.lean	PillarA/Structural	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	11	CNNA.PillarA.Structural.CayleyDickson.S6AdditionalFinding	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.ToC.Addressing	CNNA/PillarA/ToC/Addressing.lean	PillarA/ToC	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	9	CNNA.PillarA.Geometry.LCPMeasure; CNNA.PillarA.ToC.IdealAddressEquiv	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.ToC.BuildAll	CNNA/PillarA/ToC/BuildAll.lean	PillarA/ToC	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.ToC.Concrete	CNNA/PillarA/ToC/Concrete.lean	PillarA/ToC	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	14	CNNA.PillarA.ToC.GeneratedBranchFamily	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.ToC.ConcreteIdeal	CNNA/PillarA/ToC/ConcreteIdeal.lean	PillarA/ToC	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	19	CNNA.PillarA.ToC.Concrete; CNNA.PillarA.ToC.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.ToC.Contract	CNNA/PillarA/ToC/Contract.lean	PillarA/ToC	legacy-policy	policy/ledger/audit module; governance evidence, not ontic CNNA input	2	2	CNNA.PillarA.ToC.Addressing	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.ToC.GeneratedBranchFamily	CNNA/PillarA/ToC/GeneratedBranchFamily.lean	PillarA/ToC	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	8	CNNA.PillarA.Arithmetic.Smoke.GeneratedSource	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.ToC.IdealAddressEquiv	CNNA/PillarA/ToC/IdealAddressEquiv.lean	PillarA/ToC	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	40	CNNA.PillarA.ToC.Concrete; CNNA.PillarA.ToC.ConcreteIdeal	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.ToC.Notation	CNNA/PillarA/ToC/Notation.lean	PillarA/ToC	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	3	5	CNNA.PillarA.Finite.CutSpec	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarB	CNNA/PillarB.lean	PillarB	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	0	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarB.BuildAll	CNNA/PillarB/BuildAll.lean	PillarB	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarC	CNNA/PillarC.lean	PillarC	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	0	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarC.BuildAll	CNNA/PillarC/BuildAll.lean	PillarC	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarD	CNNA/PillarD.lean	PillarD	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	0	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarD.BuildAll	CNNA/PillarD/BuildAll.lean	PillarD	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarE	CNNA/PillarE.lean	PillarE	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	0	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarE.BuildAll	CNNA/PillarE/BuildAll.lean	PillarE	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
