node_number	id	documentation_tier	anchor_number	layer	role	path	symbol	declaration_kind	start_line	end_line	source_sha256	resolution
025	P001	D2	84	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	represents_iff_exactFractionValue_eq	THEOREM	44	50	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	85	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	exactFractionValue_zero	THEOREM	51	56	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	86	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	exactFractionValue_add	THEOREM	57	65	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	87	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	exactFractionValue_mul	THEOREM	66	72	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	88	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	exactFractionValue_sub	THEOREM	73	92	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	89	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	exactFractionValue_finFoldl_add	THEOREM	93	111	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	90	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	finFoldl_add_eq_initial_add_sum	THEOREM	112	123	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	91	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	finFoldl_add_eq_sum	THEOREM	124	129	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	92	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	exactFractionValue_matrixMul_entry	THEOREM	130	145	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	93	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	exactMatrixValue_matrixMul	THEOREM	146	156	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	94	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	exactMatrixValue_matrixSub	THEOREM	157	181	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	95	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	matrixRepresents_iff_exactMatrixValue_eq	THEOREM	182	197	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	96	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	rationalMatrixMul_neg_right	THEOREM	198	213	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	97	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	interiorSolveAgreement	THEOREM	214	223	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	98	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	harmonicSignAgreement	THEOREM	224	239	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	99	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	responseValueAgreement	THEOREM	240	250	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	100	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S01_ExactSemanticBridge.lean	exactSemanticBridge	THEOREM	251	258	7139f45922bc14d7f8de4180075f7fe4ac687bd9d54b893dcb0e21a092b723d1	RESOLVED
025	P001	D2	101	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S06_DistinguishedPortStrictPositivity.lean	maximum_propagates_from_distinguished_boundary_across_positive_arc	THEOREM	35	74	4a4c4a94cd888638f483bdefa345798337acd39bbe0d5734524599ad1aa761c5	RESOLVED
025	P001	D2	102	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S06_DistinguishedPortStrictPositivity.lean	harmonicBasis_one_propagates_across_positive_arc	THEOREM	80	146	4a4c4a94cd888638f483bdefa345798337acd39bbe0d5734524599ad1aa761c5	RESOLVED
025	P001	D2	103	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S06_DistinguishedPortStrictPositivity.lean	harmonicBasis_one_propagates_along_positive_path	THEOREM	150	174	4a4c4a94cd888638f483bdefa345798337acd39bbe0d5734524599ad1aa761c5	RESOLVED
025	P001	D2	104	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S06_DistinguishedPortStrictPositivity.lean	harmonicBasis_distinguished_action_ne_zero	THEOREM	179	208	4a4c4a94cd888638f483bdefa345798337acd39bbe0d5734524599ad1aa761c5	RESOLVED
025	P001	D2	105	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S06_DistinguishedPortStrictPositivity.lean	distinguishedResponseDiagonal_ne_zero	THEOREM	212	246	4a4c4a94cd888638f483bdefa345798337acd39bbe0d5734524599ad1aa761c5	RESOLVED
025	P001	D2	106	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S06_DistinguishedPortStrictPositivity.lean	distinguishedPortStrictlyPositive	THEOREM	250	267	4a4c4a94cd888638f483bdefa345798337acd39bbe0d5734524599ad1aa761c5	RESOLVED
025	P001	D2	107	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S06_DistinguishedPortStrictPositivity.lean	directedSchurDtnClosure	THEOREM	270	288	4a4c4a94cd888638f483bdefa345798337acd39bbe0d5734524599ad1aa761c5	RESOLVED
025	P001	D2	108	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S06_DistinguishedPortStrictPositivity.lean	reusableDirectedClosureContract	THEOREM	292	294	4a4c4a94cd888638f483bdefa345798337acd39bbe0d5734524599ad1aa761c5	RESOLVED
025	P001	D2	109	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S07_CanonicalBirthCutInstantiation.lean	bornNonRoot_nodup	THEOREM	33	39	b2ebfafbb319bc64049eacec675f34fb4b7473280b73e03ba6d5d31a31217146	RESOLVED
025	P001	D2	110	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S07_CanonicalBirthCutInstantiation.lean	root_not_mem_bornNonRoot	THEOREM	42	48	b2ebfafbb319bc64049eacec675f34fb4b7473280b73e03ba6d5d31a31217146	RESOLVED
025	P001	D2	111	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S07_CanonicalBirthCutInstantiation.lean	canonicalCarrier_nodup	THEOREM	51	57	b2ebfafbb319bc64049eacec675f34fb4b7473280b73e03ba6d5d31a31217146	RESOLVED
025	P001	D2	112	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S07_CanonicalBirthCutInstantiation.lean	boundary_nodup	THEOREM	58	61	b2ebfafbb319bc64049eacec675f34fb4b7473280b73e03ba6d5d31a31217146	RESOLVED
025	P001	D2	113	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S07_CanonicalBirthCutInstantiation.lean	interior_nodup	THEOREM	64	70	b2ebfafbb319bc64049eacec675f34fb4b7473280b73e03ba6d5d31a31217146	RESOLVED
025	P001	D2	114	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S07_CanonicalBirthCutInstantiation.lean	distinguishedParentIndex_exists	THEOREM	71	80	b2ebfafbb319bc64049eacec675f34fb4b7473280b73e03ba6d5d31a31217146	RESOLVED
025	P001	D2	115	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S07_CanonicalBirthCutInstantiation.lean	positiveSteering_of_exactFractionValue_pos	THEOREM	81	98	b2ebfafbb319bc64049eacec675f34fb4b7473280b73e03ba6d5d31a31217146	RESOLVED
025	P001	D2	116	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S07_CanonicalBirthCutInstantiation.lean	parentSelfResponse_value_eq_parentDiagonal	THEOREM	99	135	b2ebfafbb319bc64049eacec675f34fb4b7473280b73e03ba6d5d31a31217146	RESOLVED
025	P001	D2	117	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S07_CanonicalBirthCutInstantiation.lean	m003ParentPositivity_of_genericClosure	THEOREM	136	164	b2ebfafbb319bc64049eacec675f34fb4b7473280b73e03ba6d5d31a31217146	RESOLVED
025	P001	D2	118	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S07_CanonicalBirthCutInstantiation.lean	canonicalBirthCutClosure_of_hypotheses	THEOREM	165	181	b2ebfafbb319bc64049eacec675f34fb4b7473280b73e03ba6d5d31a31217146	RESOLVED
025	P001	D2	119	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S07_CanonicalBirthCutInstantiation.lean	canonicalBirthCutClosureContract	THEOREM	182	184	b2ebfafbb319bc64049eacec675f34fb4b7473280b73e03ba6d5d31a31217146	RESOLVED
025	P001	D2	120	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	canonicalCutAddress	DEF	30	38	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	121	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	canonicalCutAddress_injective	THEOREM	39	89	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	122	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	canonicalCutCoordinate_exists	THEOREM	90	103	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	123	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	conductanceSourceCoordinate_exists	THEOREM	104	111	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	124	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	conductanceTargetCoordinate_exists	THEOREM	112	120	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	125	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	ratOutgoingSum	DEF	121	128	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	126	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	ratOrderedPairSum	DEF	129	138	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	127	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	exactFractionValue_outgoingFold	THEOREM	139	175	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	128	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	exactFractionValue_orderedPairFold	THEOREM	176	223	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	129	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	exactFractionValue_outgoingSum	THEOREM	224	230	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	130	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	exactFractionValue_orderedPairSum	THEOREM	231	239	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	131	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	ratDirectedMatrixEntry	DEF	240	246	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	132	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	exactFractionValue_directedMatrixEntry	THEOREM	247	259	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	133	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	ratOrderedPairSum_nonnegative	THEOREM	260	284	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	134	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	ratOrderedPairSum_pos_of_hasConductance	THEOREM	285	328	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	135	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	ratOrderedPairSum_self_zero	THEOREM	329	349	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	136	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	sum_single_edge_target_indicator	THEOREM	350	388	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	137	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	sum_ratOrderedPairSum_eq_ratOutgoingSum	THEOREM	389	456	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	138	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	ratDirectedMatrixEntry_eq_indicator_sub_pair	THEOREM	457	481	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	139	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	ratDirectedMatrixEntry_row_sum_zero	THEOREM	482	544	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	140	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	blockEntry_eq_ratDirectedMatrixEntry	THEOREM	545	607	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	141	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	canonicalBlocks_offDiagonalNonpositive	THEOREM	608	624	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	142	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	canonicalBlocks_rowConservative	THEOREM	625	641	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	143	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S08_CanonicalDirectedMatrixStructure.lean	canonicalPositiveArc_of_hasConductance	THEOREM	642	670	0975bb3958c81032d07f27d1d0c58c5057942d70b884d4ad5bc69aeea99475f5	RESOLVED
025	P001	D2	144	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	eq_snoc_of_parent?_eq_some	THEOREM	101	123	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	145	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	depth_parent_lt_of_parent?_eq_some	THEOREM	124	155	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	146	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	immediateParent_mem_causalPredecessorPorts	THEOREM	156	166	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	147	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	hasConductance_endpoints_distinct	THEOREM	167	176	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	148	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	firstProvenanceSlotOfState	DEF	177	181	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	149	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	firstProvenanceAddress_born	THEOREM	182	222	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	150	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	firstProvenanceAddress_mem_olderSiblingPorts_of_parent_root	THEOREM	223	296	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	151	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	canonicalInteriorPathToBoundary_aux	THEOREM	297	371	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	152	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	canonicalEveryInteriorReachesBoundary	THEOREM	372	400	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	153	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	canonicalDistinguishedReachesOtherBoundary	THEOREM	401	489	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	154	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	canonicalDirectedCutHypotheses	THEOREM	490	502	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	155	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	canonicalBirthCutClosure_derived	THEOREM	503	511	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	156	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	DerivedCanonicalBirthCutClosureContract	DEF	512	519	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	157	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	derivedCanonicalBirthCutClosureContract	THEOREM	520	526	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	158	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	DerivedPublicContract	DEF	527	530	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	159	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S09_CanonicalBackboneReachability.lean	derivedPublicContract	THEOREM	531	534	49110c72b52c07384f0f67a37945f53b88565940464a5c5e62c9dcbaa60074a1	RESOLVED
025	P001	D2	160	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S10_M003M004ProofFacades.lean	canonicalInPositiveSteeringDomain	THEOREM	32	43	1b0432d2df791fb24dc4d70937b078bea8f89fe42824b9aeb41113977088c53e	RESOLVED
025	P001	D2	161	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S10_M003M004ProofFacades.lean	canonicalResponseSteeringPair_positive	THEOREM	44	59	1b0432d2df791fb24dc4d70937b078bea8f89fe42824b9aeb41113977088c53e	RESOLVED
025	P001	D2	162	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S10_M003M004ProofFacades.lean	IsDerivedCanonicalBirthLaw	DEF	60	71	1b0432d2df791fb24dc4d70937b078bea8f89fe42824b9aeb41113977088c53e	RESOLVED
025	P001	D2	163	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S10_M003M004ProofFacades.lean	derivedCanonicalBirthLaw_exists	THEOREM	72	90	1b0432d2df791fb24dc4d70937b078bea8f89fe42824b9aeb41113977088c53e	RESOLVED
025	P001	D2	164	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S10_M003M004ProofFacades.lean	derivedCanonicalBirthLaw_unique	THEOREM	91	111	1b0432d2df791fb24dc4d70937b078bea8f89fe42824b9aeb41113977088c53e	RESOLVED
025	P001	D2	165	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S10_M003M004ProofFacades.lean	derivedCanonicalBirthLaw_existsUnique	THEOREM	112	131	1b0432d2df791fb24dc4d70937b078bea8f89fe42824b9aeb41113977088c53e	RESOLVED
025	P001	D2	166	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S10_M003M004ProofFacades.lean	canonicalActiveBirthInstruction_exists	THEOREM	132	152	1b0432d2df791fb24dc4d70937b078bea8f89fe42824b9aeb41113977088c53e	RESOLVED
025	P001	D2	167	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S10_M003M004ProofFacades.lean	derivedCanonicalBirthLaws_sameValue	THEOREM	153	182	1b0432d2df791fb24dc4d70937b078bea8f89fe42824b9aeb41113977088c53e	RESOLVED
025	P001	D2	168	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S10_M003M004ProofFacades.lean	M003M004ProofFacadeContract	DEF	183	214	1b0432d2df791fb24dc4d70937b078bea8f89fe42824b9aeb41113977088c53e	RESOLVED
025	P001	D2	169	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S10_M003M004ProofFacades.lean	m003M004ProofFacadeContract	THEOREM	215	229	1b0432d2df791fb24dc4d70937b078bea8f89fe42824b9aeb41113977088c53e	RESOLVED
025	P001	D2	170	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S11_IndependentBidirectedChainCutReuse.lean	independentChainBoundaryWeight	DEF	28	30	1bf9b8cb1a7793c1a2c15f07b1d09fe3f959588f8f7eabcd4591bf1c9f85f470	RESOLVED
025	P001	D2	171	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S11_IndependentBidirectedChainCutReuse.lean	independentBidirectedChainBlocks	DEF	34	45	1bf9b8cb1a7793c1a2c15f07b1d09fe3f959588f8f7eabcd4591bf1c9f85f470	RESOLVED
025	P001	D2	172	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S11_IndependentBidirectedChainCutReuse.lean	independentBidirectedChainOffDiagonalNonpositive	THEOREM	48	81	1bf9b8cb1a7793c1a2c15f07b1d09fe3f959588f8f7eabcd4591bf1c9f85f470	RESOLVED
025	P001	D2	173	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S11_IndependentBidirectedChainCutReuse.lean	independentBidirectedChainRowConservative	THEOREM	84	156	1bf9b8cb1a7793c1a2c15f07b1d09fe3f959588f8f7eabcd4591bf1c9f85f470	RESOLVED
025	P001	D2	174	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S11_IndependentBidirectedChainCutReuse.lean	independentBidirectedChainInteriorReachesBoundary	THEOREM	159	175	1bf9b8cb1a7793c1a2c15f07b1d09fe3f959588f8f7eabcd4591bf1c9f85f470	RESOLVED
025	P001	D2	175	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S11_IndependentBidirectedChainCutReuse.lean	independentBidirectedChainDistinguishedReachesOtherBoundary	THEOREM	179	202	1bf9b8cb1a7793c1a2c15f07b1d09fe3f959588f8f7eabcd4591bf1c9f85f470	RESOLVED
025	P001	D2	176	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S11_IndependentBidirectedChainCutReuse.lean	independentBidirectedChainHypotheses	THEOREM	206	223	1bf9b8cb1a7793c1a2c15f07b1d09fe3f959588f8f7eabcd4591bf1c9f85f470	RESOLVED
025	P001	D2	177	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S11_IndependentBidirectedChainCutReuse.lean	independentBidirectedChainClosure	THEOREM	227	236	1bf9b8cb1a7793c1a2c15f07b1d09fe3f959588f8f7eabcd4591bf1c9f85f470	RESOLVED
025	P001	D2	178	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S11_IndependentBidirectedChainCutReuse.lean	SecondCutReuseContract	DEF	240	245	1bf9b8cb1a7793c1a2c15f07b1d09fe3f959588f8f7eabcd4591bf1c9f85f470	RESOLVED
025	P001	D2	179	lean_proof	PROOF	derivation/code/lean/proofs/src/CNNAProofs/P001/S11_IndependentBidirectedChainCutReuse.lean	secondCutReuseContract	THEOREM	249	252	1bf9b8cb1a7793c1a2c15f07b1d09fe3f959588f8f7eabcd4591bf1c9f85f470	RESOLVED
