node_number	canonical_node_label	semantic_id	current_section_path	documentation_tier	stable_node_directory_name	registry_record	main_artifact	supplement_artifact	python_source_files	python_test_files	lean_core_files	lean_proof_files	code_anchor_count	lookup_key
130	130 · M082	M082	8.1.2	D2	130_M082__derived_local_modular_flow	derivation/registry/nodes/M082.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/DOCUMENTATION.md					0	M082
131	131 · P051	P051	8.1.2.1	D2	131_P051__tomita_operator_closure_and_polar_decomposition	derivation/registry/nodes/P051.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/131_P051__tomita_operator_closure_and_polar_decomposition/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/131_P051__tomita_operator_closure_and_polar_decomposition/DOCUMENTATION.md					0	P051
132	132 · P052	P052	8.1.2.2	D2	132_P052__local_modular_automorphism_group_and_net_compatibility	derivation/registry/nodes/P052.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/132_P052__local_modular_automorphism_group_and_net_compatibility/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/132_P052__local_modular_automorphism_group_and_net_compatibility/DOCUMENTATION.md					0	P052
133	133 · O081	O081	8.1.3	D2	133_O081__global_native_modular_conjugation_lift_obstruction	derivation/registry/nodes/O081.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/133_O081__global_native_modular_conjugation_lift_obstruction/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/133_O081__global_native_modular_conjugation_lift_obstruction/DOCUMENTATION.md					0	O081
134	134 · O092	O092	8.1.4	D2	134_O092__k_selected_polarization_uniqueness_compatibility_obstruction	derivation/registry/nodes/O092.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/134_O092__k_selected_polarization_uniqueness_compatibility_obstruction/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/134_O092__k_selected_polarization_uniqueness_compatibility_obstruction/DOCUMENTATION.md					0	O092
135	135 · M086	M086	8.1.5	D2	135_M086__native_provenance_realization_of_the_local_modular_action	derivation/registry/nodes/M086.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action/DOCUMENTATION.md					0	M086
136	136 · P053	P053	8.1.5.1	D2	136_P053__native_provenance_action_realization_and_intertwining	derivation/registry/nodes/P053.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action/136_P053__native_provenance_action_realization_and_intertwining/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action/136_P053__native_provenance_action_realization_and_intertwining/DOCUMENTATION.md					0	P053
137	137 · P054	P054	8.1.5.2	D2	137_P054__native_modular_action_canonicity_and_choice_independence	derivation/registry/nodes/P054.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action/137_P054__native_modular_action_canonicity_and_choice_independence/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action/137_P054__native_modular_action_canonicity_and_choice_independence/DOCUMENTATION.md					0	P054
138	138 · M083	M083	8.2.1	D2	138_M083__covariance_group_and_spectrum_condition	derivation/registry/nodes/M083.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/DOCUMENTATION.md					0	M083
139	139 · P055	P055	8.2.1.1	D2	139_P055__covariance_automorphism_group	derivation/registry/nodes/P055.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/139_P055__covariance_automorphism_group/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/139_P055__covariance_automorphism_group/DOCUMENTATION.md					0	P055
140	140 · P056	P056	8.2.1.2	D2	140_P056__positive_generator_of_the_covariance_group	derivation/registry/nodes/P056.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/140_P056__positive_generator_of_the_covariance_group/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/140_P056__positive_generator_of_the_covariance_group/DOCUMENTATION.md					0	P056
141	141 · P057	P057	8.2.1.3	D2	141_P057__spectrum_condition	derivation/registry/nodes/P057.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/141_P057__spectrum_condition/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/141_P057__spectrum_condition/DOCUMENTATION.md					0	P057
142	142 · O084	O084	8.3.1	D2	142_O084__prov_purity_obstruction	derivation/registry/nodes/O084.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/142_O084__prov_purity_obstruction/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/142_O084__prov_purity_obstruction/DOCUMENTATION.md					0	O084
143	143 · M085	M085	8.3.2	D2	143_M085__canonical_purification_pure_global_state_branch	derivation/registry/nodes/M085.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch/DOCUMENTATION.md					0	M085
144	144 · P058	P058	8.3.2.1	D2	144_P058__purification_or_pure_global_state_existence	derivation/registry/nodes/P058.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch/144_P058__purification_or_pure_global_state_existence/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch/144_P058__purification_or_pure_global_state_existence/DOCUMENTATION.md					0	P058
145	145 · P059	P059	8.3.2.2	D2	145_P059__purification_canonicity_and_no_free_choice_theorem	derivation/registry/nodes/P059.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch/145_P059__purification_canonicity_and_no_free_choice_theorem/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch/145_P059__purification_canonicity_and_no_free_choice_theorem/DOCUMENTATION.md					0	P059
