context_score	matched_terms	Generated export	Phase	Phase status	Phase type	Title	Added modules	Modified modules	Reusable existing modules	Manifest rule	Semantic placement	Reuse/duplication audit	Canonical generator policy	Compactness rule	Duplicate risks	Consumer direction	Regression protocol	Lean/mathlib policy	Concrete traversal	Mathlib complication log	Noncomputable boundary audit	Module	Path	Line	Declaration	Basename	Consumption class	Classification evidence	Module class	Reference consumer count	Reference consumer sample	Public promotion gate	Group	Imported-by count
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	559	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.no_downstream_shortcut	no_downstream_shortcut	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	565	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.derived_only	derived_only	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	570	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.gaussian_classification	gaussian_classification	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	576	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.eisenstein_classification	eisenstein_classification	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	582	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility.nonQuadratic_classification	nonQuadratic_classification	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	595	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aDiscriminantAlgebraClassification	AR12aDiscriminantAlgebraClassification	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	597	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aQuadraticOrderCDEqualityStatus	AR12aQuadraticOrderCDEqualityStatus	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	599	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aPeriodLatticePreparationStatus	AR12aPeriodLatticePreparationStatus	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	601	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aDownstreamDisciplineStatus	AR12aDownstreamDisciplineStatus	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	603	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aImaginaryQuadraticDiscriminantWitness	AR12aImaginaryQuadraticDiscriminantWitness	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	605	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aQuadraticOrderCDCompatibilitySurface	AR12aQuadraticOrderCDCompatibilitySurface	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	614	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aNonQuadraticCDComplexObstruction	AR12aNonQuadraticCDComplexObstruction	dead-candidate	declaration name marks a blocked/negative/obstruction route	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	622	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aCDArithmeticCompatibility	AR12aCDArithmeticCompatibility	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	631	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aGaussianCompatibilityFromBridge	AR12aGaussianCompatibilityFromBridge	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	640	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aEisensteinCompatibilityFromBridge	AR12aEisensteinCompatibilityFromBridge	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	649	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aNonQuadraticObstructionFromBridge	AR12aNonQuadraticObstructionFromBridge	dead-candidate	declaration name marks a blocked/negative/obstruction route	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	659	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aCompatibility_no_downstream_shortcut	AR12aCompatibility_no_downstream_shortcut	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility	CNNA/PillarA/Arithmetic/Convergence/CDArithmeticCompatibility.lean	669	CNNA.PillarA.Arithmetic.StrengtheningAR12a.AR12aCompatibility_no_cd_identification	AR12aCompatibility_no_cd_identification	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	9	CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1247	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aCDArithmeticCompatibility	AR12aCDArithmeticCompatibility	legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	legacy-policy	0		blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1255	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aQuadraticOrderCDCompatibilitySurface	AR12aQuadraticOrderCDCompatibilitySurface	legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	legacy-policy	0		blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1273	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aGaussianCompatibilityFromBridge	AR12aGaussianCompatibilityFromBridge	legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	legacy-policy	0		blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1282	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aEisensteinCompatibilityFromBridge	AR12aEisensteinCompatibilityFromBridge	legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	legacy-policy	0		blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1301	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aCompatibility_no_downstream_shortcut	AR12aCompatibility_no_downstream_shortcut	legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	legacy-policy	0		blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Notation	CNNA/PillarA/Arithmetic/Notation.lean	1311	CNNA.PillarA.Arithmetic.StrengtheningAR12aNotation.AR12aCompatibility_no_cd_identification	AR12aCompatibility_no_cd_identification	legacy-policy	inherits module classification: notation/control module; public syntax surface, not a mathematical generator	legacy-policy	0		blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	12	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm	BinaryQuadraticNormForm	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	20	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.eval	eval	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	23	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.discriminant	discriminant	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	26	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.gaussian	gaussian	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	31	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.eisenstein	eisenstein	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	36	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.gaussian_eval	gaussian_eval	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	41	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.eisenstein_eval	eisenstein_eval	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	46	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.gaussian_discriminant	gaussian_discriminant	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	51	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.eisenstein_discriminant	eisenstein_discriminant	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	58	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormStatus	QuadraticNormFormStatus	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	62	CNNA.PillarA.Arithmetic.Orders.UnitConventionStatus	UnitConventionStatus	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	66	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate	QuadraticNormFormCertificate	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	87	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.gaussian	gaussian	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	107	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.eisenstein	eisenstein	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	127	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.norm_form_certified	norm_form_certified	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	131	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.unit_claims_restricted	unit_claims_restricted	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	135	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.no_irreducible_prime_shortcut	no_irreducible_prime_shortcut	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	140	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.schur_to_fundamental_bridge	schur_to_fundamental_bridge	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	145	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.gaussian_norm_discriminant	gaussian_norm_discriminant	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	149	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.eisenstein_norm_discriminant	eisenstein_norm_discriminant	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	155	CNNA.PillarA.Arithmetic.Orders.UnitNormWitness	UnitNormWitness	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	166	CNNA.PillarA.Arithmetic.Orders.UnitNormWitness.unit_norm_condition	unit_norm_condition	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	170	CNNA.PillarA.Arithmetic.Orders.UnitNormWitness.convention_restricted	convention_restricted	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	176	CNNA.PillarA.Arithmetic.Orders.AR12ForwardingStatus	AR12ForwardingStatus	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	181	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput	AR12QuadraticOrderOutput	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	208	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput.fromQuadraticHeegner	fromQuadraticHeegner	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	225	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput.fromQuadraticNonHeegner	fromQuadraticNonHeegner	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	242	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput.fromIrreducibleOrHigherDegree	fromIrreducibleOrHigherDegree	core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv																				CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	258	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput.outcome_eq_certificate	outcome_eq_certificate	proof-bridge	declaration name carries proof/certificate/equality/witness role	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation	blocked from public-final unless later linked to a documented object/API contract		
